,Parent,ProvidesBoundaries,ConnectedTo,Wrapping at Ends,Tag,HasOpenings,Phase Created,Base Constraint,AccessibilityPerformance,Top Extension Distance,Top is Attached,ContainedInStructure,ObjectPlacement,Representation,Reference,Wrapping at Inserts,ObjectType,Size,HasAssociations,IsDefinedBy,Manufacturer,Top Offset,GlobalId,OwnerHistory,Name,Description,InstallationDate,ODAUniqueID,WarrantyGuarantorLabor,Related to Mass,WarrantyDescription,LoadBearing,ExtendToStructure,ModelLabel,IsExternal,ProductionYear,Base Offset,Location Line,Base is Attached,Base Extension Distance,Finish,Top Constraint,Room Bounding,Unconnected Height,Area,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,Structural Usage,Length,Volume,Width,Function,Coarse Scale Fill Color,WarrantyDurationParts,CodePerformance,Color,Constituents,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,Shape,SustainabilityPerformance,WarrantyDurationLabor,AssetAccountingType,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,Classification Description,Classification Code,ConnectedFrom,Rebar Cover - Other Faces,Rebar Cover - Exterior Face,Rebar Cover - Interior Face,Enable Analytical Model,Coarse Scale Fill Pattern,PredefinedType,Level,Height Offset From Level,Structural,Perimeter,Vertical Projection,Thickness,Default Thickness,Decomposes,OverallWidth,OverallHeight,Window Inset,FillsVoids,ConfigurationType,Height,Frame Exterior Material,Frame Interior Material,Sash,Type Mark,FireRating,Sill Height,Head Height,Mark,Glass Pane Material,Default Sill Height,ConstructionType,Wall Closure,Construction Type,OmniClass Number,OmniClass Title,GlazingAreaFraction,OperationType,Trim Exterior Material,Trim Interior Material,Sash Material,Moves With Nearby Elements,Frame Material,Trim Projection Ext,Trim Width,Door Material,Fire Rating,Trim Projection Int,IsFireExit,Stile Width - Latch,Rail Width - Top,Rail Width - Base,Stile Width - Hinge,TreadLength,NumberOfRiser,RiserHeight,NumberOfTreads,NosingLength,TreadLengthAtInnerSide,TreadLengthAtOffset,WalkingLineOffset,WaistThickness,Railing Height,Use Landing Height Adjustment,Rail Connections,Baluster Offset,Angled Joins,Landing Height Adjustment,Tangent Joins,TotalThickness,Start Extension,End Extension,End Fx,End Fy,End Fz,W,Start Release,Span,End Extension Calculation,Slope,End Release,Start Extension Calculation,Analyze As,Beam Material,Stick Symbol Location,Cut Length,Start Fx,Start Fy,Start Fz,Start Mx,Start My,Start Mz,End Mx,End My,End Mz,Rigid Links,Horizontal Projection,Reference Level,Work Plane,Start Level Offset,End Level Offset,z-Direction Justification,z-Direction Offset Value,Lateral Justification,Orientation,Cross-Section Rotation,A,bf,d,kr,k,tw,tf,Seat Material,Host,Top Material,Handle Material,Plinth Depth,Offset,Depth,Plinth Height,Sink Opening Depth,Sink Opening Width,Sink Location,Sink Location To Wall,Counter Thickness,Backsplash Visibility,Top Of Cabinet,Elevation,Panel Material,Mattress Material,Leg Material,InteriorOrExteriorSpace,OccupancyZoneName,LongName,ElevationWithFlooring,BoundedBy,CeilingCovering,Upper Limit,CompositionType,Number,OmniClass Table 13 Category,Category Description,GSA BIM Area,WallCovering,FloorCovering,Phase,Limit Offset,Unbounded Height,LoadCapacity,Category Code,CirculationZoneName,FireAlarmZoneName,LightingZoneName,HistoricPreservationZoneName,VentilationZoneName,RoomTag,Do Not Break At Inserts,Rebar Cover - Bottom Face,Foundation Thickness,Elevation at Bottom,Eccentricity,Rebar Cover - Top Face,Default End Extension Length
8169,Level 1,"38811,38826",,,150257,,New Construction,,AccessibilityPerformance,,,38298,8168,8163,M_Single-Flush:0762 x 2032mm,,0762 x 2032mm,Size,,"8173,8185,8187,8189,8191,38454,38503,38504,38505,38506,38507",Manufacturer,,1hOSvn6df7F8_7GcBWlS9F,33,M_Single-Flush:0762 x 2032mm:0762 x 2032mm:150257,,InstallationDate,8169,WarrantyGuarantorLabor,,WarrantyDescription,,,ModelLabel,F,ProductionYear,,,,,Finish,,,,Area,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,,,,0.762000,0,,WarrantyDurationParts,CodePerformance,Color,Constituents,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,Shape,SustainabilityPerformance,WarrantyDurationLabor,FIXED,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,,,,,,,,,,Level 1,,,,,0.051000,,,0.762000,2.032000,,8192,,2.032000,,,,28,Fire Rating,0.000000,2.032000,B104,,,ConstructionType,0,Construction Type,23.30.10.00,Doors,GlazingAreaFraction,OperationType,,,,,Door - Frame,0.025000,0.076000,Door - Panel,Fire Rating,0.025000,IsFireExit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21821,Level 1,38791,,,171853,,New Construction,,AccessibilityPerformance,,,38298,21820,21815,M_Single-Glass 1:0813 x 2420mm,,0813 x 2420mm,Size,,"21825,21889,21891,21893,21895,38476,38654,38655,38656,38657,38658",Manufacturer,,1s1jVhK8z0pgKYcr9jt781,33,M_Single-Glass 1:0813 x 2420mm:0813 x 2420mm:171853,,InstallationDate,21821,WarrantyGuarantorLabor,,WarrantyDescription,,,ModelLabel,T,ProductionYear,,,,,Finish,,,,Area,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,,,,0.813000,1,,WarrantyDurationParts,CodePerformance,Color,Constituents,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,Shape,SustainabilityPerformance,WarrantyDurationLabor,FIXED,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,,,,,,,,,,Level 1,,,,,0.051000,,,0.813000,2.420000,,21901,,2.420000,,,,56,Fire Rating,0.000000,2.420000,B102,,,ConstructionType,0,Construction Type,23.30.10.00,Doors,GlazingAreaFraction,OperationType,,,,,Door - Frame,0.025000,0.076000,Door - Panel,Fire Rating,0.025000,IsFireExit,0.102000,0.102000,0.102000,0.102000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21929,Level 1,38688,,,171975,,New Construction,,AccessibilityPerformance,,,38298,21928,21923,M_Single-Glass 1:0813 x 2420mm,,0813 x 2420mm,Size,,"21933,21945,21947,21949,21951,38476,38654,38655,38656,38657,38658",Manufacturer,,1s1jVhK8z0pgKYcr9jt7AB,33,M_Single-Glass 1:0813 x 2420mm:0813 x 2420mm:171975,,InstallationDate,21929,WarrantyGuarantorLabor,,WarrantyDescription,,,ModelLabel,T,ProductionYear,,,,,Finish,,,,Area,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,,,,0.813000,1,,WarrantyDurationParts,CodePerformance,Color,Constituents,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,Shape,SustainabilityPerformance,WarrantyDurationLabor,FIXED,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,,,,,,,,,,Level 1,,,,,0.051000,,,0.813000,2.420000,,21952,,2.420000,,,,56,Fire Rating,0.000000,2.420000,A102,,,ConstructionType,0,Construction Type,23.30.10.00,Doors,GlazingAreaFraction,OperationType,,,,,Door - Frame,0.025000,0.076000,Door - Panel,Fire Rating,0.025000,IsFireExit,0.102000,0.102000,0.102000,0.102000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8283,Level 2,"38844,38867,38869",,,150378,,New Construction,,AccessibilityPerformance,,,38309,8282,8277,M_Single-Flush:0864 x 2032mm,,0864 x 2032mm,Size,,"8287,8346,8348,8350,8352,38455,38508,38509,38510,38511,38512",Manufacturer,,1hOSvn6df7F8_7GcBWlSFK,33,M_Single-Flush:0864 x 2032mm:0864 x 2032mm:150378,,InstallationDate,8283,WarrantyGuarantorLabor,,WarrantyDescription,,,ModelLabel,F,ProductionYear,,,,,Finish,,,,Area,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,,,,0.864000,0,,WarrantyDurationParts,CodePerformance,Color,Constituents,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,Shape,SustainabilityPerformance,WarrantyDurationLabor,FIXED,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,,,,,,,,,,Level 2,,,,,0.051000,,,0.864000,2.032000,,8358,,2.032000,,,,32,Fire Rating,0.000000,2.032000,B203,,,ConstructionType,0,Construction Type,23.30.10.00,Doors,GlazingAreaFraction,OperationType,,,,,Door - Frame,0.025000,0.076000,Door - Panel,Fire Rating,0.025000,IsFireExit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8386,Level 2,"38741,38766,38768",,,150478,,New Construction,,AccessibilityPerformance,,,38309,8385,8380,M_Single-Flush:0864 x 2032mm,,0864 x 2032mm,Size,,"8390,8402,8404,8406,8408,38455,38508,38509,38510,38511,38512",Manufacturer,,1hOSvn6df7F8_7GcBWlSDm,33,M_Single-Flush:0864 x 2032mm:0864 x 2032mm:150478,,InstallationDate,8386,WarrantyGuarantorLabor,,WarrantyDescription,,,ModelLabel,F,ProductionYear,,,,,Finish,,,,Area,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,,,,0.864000,0,,WarrantyDurationParts,CodePerformance,Color,Constituents,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,Shape,SustainabilityPerformance,WarrantyDurationLabor,FIXED,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,,,,,,,,,,Level 2,,,,,0.051000,,,0.864000,2.032000,,8409,,2.032000,,,,32,Fire Rating,0.000000,2.032000,A203,,,ConstructionType,0,Construction Type,23.30.10.00,Doors,GlazingAreaFraction,OperationType,,,,,Door - Frame,0.025000,0.076000,Door - Panel,Fire Rating,0.025000,IsFireExit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15962,Level 2,"38837,38883",,,159734,,New Construction,,AccessibilityPerformance,,,38309,15961,15956,M_Single-Flush:0864 x 2032mm,,0864 x 2032mm,Size,,"15966,15978,15980,15982,15984,38466,38508,38509,38510,38511,38512",Manufacturer,,2OBrcmyk58NupXoVOHUuXp,33,M_Single-Flush:0864 x 2032mm:0864 x 2032mm:159734,,InstallationDate,15962,WarrantyGuarantorLabor,,WarrantyDescription,,,ModelLabel,F,ProductionYear,,,,,Finish,,,,Area,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,,,,0.864000,0,,WarrantyDurationParts,CodePerformance,Color,Constituents,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,Shape,SustainabilityPerformance,WarrantyDurationLabor,FIXED,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,,,,,,,,,,Level 2,,,,,0.051000,,,0.864000,2.032000,,15985,,2.032000,,,,32,Fire Rating,0.000000,2.032000,B202,,,ConstructionType,0,Construction Type,23.30.10.00,Doors,GlazingAreaFraction,OperationType,,,,,Door - Frame,0.025000,0.076000,Door - Panel,Fire Rating,0.025000,IsFireExit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16013,Level 2,"38732,38781",,,159834,,New Construction,,AccessibilityPerformance,,,38309,16012,16007,M_Single-Flush:0864 x 2032mm,,0864 x 2032mm,Size,,"16017,16029,16031,16033,16035,38466,38508,38509,38510,38511,38512",Manufacturer,,2OBrcmyk58NupXoVOHUvVV,33,M_Single-Flush:0864 x 2032mm:0864 x 2032mm:159834,,InstallationDate,16013,WarrantyGuarantorLabor,,WarrantyDescription,,,ModelLabel,F,ProductionYear,,,,,Finish,,,,Area,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,,,,0.864000,0,,WarrantyDurationParts,CodePerformance,Color,Constituents,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,Shape,SustainabilityPerformance,WarrantyDurationLabor,FIXED,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,,,,,,,,,,Level 2,,,,,0.051000,,,0.864000,2.032000,,16036,,2.032000,,,,32,Fire Rating,0.000000,2.032000,A202,,,ConstructionType,0,Construction Type,23.30.10.00,Doors,GlazingAreaFraction,OperationType,,,,,Door - Frame,0.025000,0.076000,Door - Panel,Fire Rating,0.025000,IsFireExit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16064,Level 2,"38841,38850",,,160065,,New Construction,,AccessibilityPerformance,,,38309,16063,16058,M_Single-Flush:0864 x 2032mm,,0864 x 2032mm,Size,,"16068,16080,16082,16084,16086,38455,38508,38509,38510,38511,38512",Manufacturer,,2OBrcmyk58NupXoVOHUvR4,33,M_Single-Flush:0864 x 2032mm:0864 x 2032mm:160065,,InstallationDate,16064,WarrantyGuarantorLabor,,WarrantyDescription,,,ModelLabel,F,ProductionYear,,,,,Finish,,,,Area,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,,,,0.864000,0,,WarrantyDurationParts,CodePerformance,Color,Constituents,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,Shape,SustainabilityPerformance,WarrantyDurationLabor,FIXED,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,,,,,,,,,,Level 2,,,,,0.051000,,,0.864000,2.032000,,16087,,2.032000,,,,32,Fire Rating,0.000000,2.032000,B204,,,ConstructionType,0,Construction Type,23.30.10.00,Doors,GlazingAreaFraction,OperationType,,,,,Door - Frame,0.025000,0.076000,Door - Panel,Fire Rating,0.025000,IsFireExit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16115,Level 2,"38737,38747",,,160208,,New Construction,,AccessibilityPerformance,,,38309,16114,16109,M_Single-Flush:0864 x 2032mm,,0864 x 2032mm,Size,,"16119,16131,16133,16135,16137,38455,38508,38509,38510,38511,38512",Manufacturer,,2OBrcmyk58NupXoVOHUvPL,33,M_Single-Flush:0864 x 2032mm:0864 x 2032mm:160208,,InstallationDate,16115,WarrantyGuarantorLabor,,WarrantyDescription,,,ModelLabel,F,ProductionYear,,,,,Finish,,,,Area,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,,,,0.864000,0,,WarrantyDurationParts,CodePerformance,Color,Constituents,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,Shape,SustainabilityPerformance,WarrantyDurationLabor,FIXED,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,,,,,,,,,,Level 2,,,,,0.051000,,,0.864000,2.032000,,16138,,2.032000,,,,32,Fire Rating,0.000000,2.032000,A204,,,ConstructionType,0,Construction Type,23.30.10.00,Doors,GlazingAreaFraction,OperationType,,,,,Door - Frame,0.025000,0.076000,Door - Panel,Fire Rating,0.025000,IsFireExit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35318,Level 2,"38852,38905",,,203720,,New Construction,,AccessibilityPerformance,,,38309,35317,35312,M_Single-Flush:0762 x 2032mm,,0762 x 2032mm,Size,,"35322,35334,35336,35338,35340,38481,38503,38504,38505,38506,38507",Manufacturer,,1aj$VJZFn2TxepZUBcKp$i,33,M_Single-Flush:0762 x 2032mm:0762 x 2032mm:203720,,InstallationDate,35318,WarrantyGuarantorLabor,,WarrantyDescription,,,ModelLabel,F,ProductionYear,,,,,Finish,,,,Area,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,,,,0.762000,0,,WarrantyDurationParts,CodePerformance,Color,Constituents,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,Shape,SustainabilityPerformance,WarrantyDurationLabor,FIXED,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,,,,,,,,,,Level 2,,,,,0.051000,,,0.762000,2.032000,,35341,,2.032000,,,,28,Fire Rating,0.000000,2.032000,B205,,,ConstructionType,0,Construction Type,23.30.10.00,Doors,GlazingAreaFraction,OperationType,,,,,Door - Frame,0.025000,0.076000,Door - Panel,Fire Rating,0.025000,IsFireExit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35413,Level 2,"38735,38738,38748,38750,38893,38897",,,204034,,New Construction,,AccessibilityPerformance,,,38309,35412,35407,M_Single-Flush:0762 x 2032mm,,0762 x 2032mm,Size,,"35417,35429,35431,35433,35435,38481,38503,38504,38505,38506,38507",Manufacturer,,1aj$VJZFn2TxepZUBcKpac,33,M_Single-Flush:0762 x 2032mm:0762 x 2032mm:204034,,InstallationDate,35413,WarrantyGuarantorLabor,,WarrantyDescription,,,ModelLabel,F,ProductionYear,,,,,Finish,,,,Area,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,,,,0.762000,0,,WarrantyDurationParts,CodePerformance,Color,Constituents,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,Shape,SustainabilityPerformance,WarrantyDurationLabor,FIXED,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,,,,,,,,,,Level 2,,,,,0.051000,,,0.762000,2.032000,,35436,,2.032000,,,,28,Fire Rating,0.000000,2.032000,A205,,,ConstructionType,0,Construction Type,23.30.10.00,Doors,GlazingAreaFraction,OperationType,,,,,Door - Frame,0.025000,0.076000,Door - Panel,Fire Rating,0.025000,IsFireExit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8970,Stair:Residential - 200mm Max Riser 250mm Tread:151086,,,,151086,,,,,,,,8969,8968,Stair:Residential - 200mm Max Riser 250mm Tread,,Stair:Residential - 200mm Max Riser 250mm Tread,,,8984,,,1oKjKg9PD3fP1iIwXLh3lK,33,Stair:Residential - 200mm Max Riser 250mm Tread:151086:1,,,8970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.820210,16,0.635663,15,0.010000,0.250000,0.250000,0.457200,0.914400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32063,Stair:Residential - 200mm Max Riser 250mm Tread:198878,,,,198878,,,,,,,,32062,32061,Stair:Residential - 200mm Max Riser 250mm Tread,,Stair:Residential - 200mm Max Riser 250mm Tread,,,32077,,,3KMJUyUe9DfQ2FOCd5ZoiN,33,Stair:Residential - 200mm Max Riser 250mm Tread:198878:1,,,32063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.820210,16,0.635663,15,0.010000,0.250000,0.250000,0.457200,0.914400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9002,Stair:Residential - 200mm Max Riser 250mm Tread:151086,,,,151086,,,,,,,,9001,9000,,,stringer,,,,,,1gtrSK5QnDuxDwygd0EDGO,33,Stair:Residential - 200mm Max Riser 250mm Tread:151086:1,,,9002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9020,Stair:Residential - 200mm Max Riser 250mm Tread:151086,,,,151086,,,,,,,,9019,9018,,,stringer,,,,,,34qUFGjJzFKwVWpXe2dTPt,33,Stair:Residential - 200mm Max Riser 250mm Tread:151086:2,,,9020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32096,Stair:Residential - 200mm Max Riser 250mm Tread:198878,,,,198878,,,,,,,,32095,32094,,,stringer,,,,,,01KzA4SPn5IOODwLEb5RNY,33,Stair:Residential - 200mm Max Riser 250mm Tread:198878:1,,,32096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32115,Stair:Residential - 200mm Max Riser 250mm Tread:198878,,,,198878,,,,,,,,32114,32113,,,stringer,,,,,,37Fy90kSD2PvviizyM7EKl,33,Stair:Residential - 200mm Max Riser 250mm Tread:198878:2,,,32115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9326,Stair:Residential - 200mm Max Riser 250mm Tread:151086,,,,151162,,New Construction,,AccessibilityPerformance,,,,9135,9325,Railing:900mm Handrail Only,,Railing:900mm Handrail Only,Size,,"9330,9378,9380,9382,9384,38558,38559,38560",Manufacturer,,0wkEuT1wr1kOyafLY4v_PL,33,Railing:900mm Handrail Only:151162,,InstallationDate,9326,WarrantyGuarantorLabor,,WarrantyDescription,,,ModelLabel,F,ProductionYear,0.000000,,,,Finish,,,,,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,,4.744343,,,,,WarrantyDurationParts,CodePerformance,Color,Constituents,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,Shape,SustainabilityPerformance,WarrantyDurationLabor,FIXED,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,Handrails,23-30 80 14,,,,,,,NOTDEFINED,,,,,,,,38270,,,,,,0.900000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.900000,0,0,-0.025000,0,0.000000,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12184,Stair:Residential - 200mm Max Riser 250mm Tread:151086,,,,151166,,New Construction,,AccessibilityPerformance,,,,9782,12183,Railing:1100mm Guard Rail,,Railing:1100mm Guard Rail,Size,,"12188,12232,12234,12236,12238,38492,38493,38494",Manufacturer,,0wkEuT1wr1kOyafLY4v_PH,33,Railing:1100mm Guard Rail:151166,,InstallationDate,12184,WarrantyGuarantorLabor,,WarrantyDescription,,,ModelLabel,F,ProductionYear,0.000000,,,,Finish,,,,,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,,8.334343,,,,,WarrantyDurationParts,CodePerformance,Color,Constituents,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,Shape,SustainabilityPerformance,WarrantyDurationLabor,FIXED,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,Guardrails,23-30 80 11,,,,,,,NOTDEFINED,,,,,,,,38270,,,,,,1.100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.100000,0,0,-0.025000,0,0.000000,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32346,Stair:Residential - 200mm Max Riser 250mm Tread:198878,,,,198880,,New Construction,,AccessibilityPerformance,,,,32155,32345,Railing:900mm Handrail Only,,Railing:900mm Handrail Only,Size,,"32350,32360,32362,32364,32366,38558,38559,38560",Manufacturer,,21ldoMpbP4VfsJ0XGY_34P,33,Railing:900mm Handrail Only:198880,,InstallationDate,32346,WarrantyGuarantorLabor,,WarrantyDescription,,,ModelLabel,F,ProductionYear,0.000000,,,,Finish,,,,,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,,4.744343,,,,,WarrantyDurationParts,CodePerformance,Color,Constituents,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,Shape,SustainabilityPerformance,WarrantyDurationLabor,FIXED,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,Handrails,23-30 80 14,,,,,,,NOTDEFINED,,,,,,,,38271,,,,,,0.900000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.900000,0,0,-0.025000,0,0.000000,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
