,Parent,FixtureHeight,Tag,Phase Created,AccessibilityPerformance,Face Plate Material Finish,Light Loss Factor,Emit Shape Visible in Rendering,Dimming Lamp Color Temperature Shift,Housing Material Finish,ContainedInStructure,Light Source Definition (family),ObjectPlacement,Number of Lamps or LEDs,Representation,Reference,Initial Intensity,ObjectType,Size,HasAssociations,IsDefinedBy,GlobalId,OwnerHistory,Photometry Comments,Name,Description,BackupSupplySystem,InstallationDate,ODAUniqueID,WarrantyGuarantorLabor,Color Filter,SerialNumber,AssetIdentifier,WarrantyStartDate,Features,TagNumber,Emit from Rectangle Width,Electrical Data,BarCode,Host,Status,Emit from Rectangle Length,LER Luminaire Efficacy Rating,Schedule Level,PictogramEscapeDirection,Calculate Coefficient of Utilization,SensibleLoadToRadiant,Elevation,Lens Material Finish,Apparent Load,Initial Color,Light Source Symbol Size,Depth,Width,Length,Default Elevation,Voltage Comments,Spacing to Mounting Height Ratio Diagonal,Lamp,Voltage,CodePerformance,InsulationStandardClass,Grade,SustainabilityPerformance,HasProtectiveEarth,Constituents,PowerFactor,ModelReference,RatedVoltage,NominalFrequencyRange,NumberOfPoles,NominalLength,RatedCurrent,Color,Material,WarrantyGuarantorParts,AssetAccountingType,WarrantyDurationLabor,OmniClass Title,Finish,ReplacementCost,Assembly Code,WarrantyDurationParts,ExpectedLife,Shape,IP_Code,ConductorFunction,NominalHeight,ModelLabel,WarrantyDescription,ProductionYear,NominalWidth,LightFixturePlacingType,LightFixtureMountingType,NumberOfSources,MaximumSpaceSensibleLoad,MaintenanceFactor,TotalWattage,MaximumPlenumSensibleLoad,Lamp Position,Spacing to Mounting Height Ratio 90 Degree Plane,Spacing to Mounting Height Ratio 0 Degree Plane,CIE Type,Fixture Efficiency,Housing Finish Option,NEMA Type,Lens Option,Number of Faces,Manufacturer,Assembly Description,Product Page URL,URL,OmniClass Number,Specification Sheet,Product Family,Type Mark,Catalog Number,Model,Recessing Radius,Ballast Voltage,Load Classification,Ballast Number of Poles,Panel,Circuit Number,Recessing Diameter,Recessing Height,Lumens,Wattage Comments,Recessing Inner Radius,Switch Voltage,Offset,Mark,Load,IsPluggableOutlet,Shade Material,Radius,Grid Material,Diffuser Material,Light Box Material,Light Casing Length,Drop From Ceiling,Ceiling Mount Material,Light Casing Material,Label,Moves With Nearby Elements,XRAY,Level,DARKROOM,Max #1 Pole Breakers,CompositionType,Distribution System,Total Estimated Demand Current,Mains,Apparent Load Phase A,Total Estimated Demand,Receptacle Demand Factor,Apparent Load Phase B,Total Connected,Apparent Load Phase C,Number of Phases,Receptacle Estimated Demand Current,Number of Wires,Supply From,Total Demand Factor,Receptacle Estimated Demand,Receptacle Connected Current,Total Connected Current,Receptacle Connected,24 Circuit Height,Current Phase A,Current Phase B,Current Phase C,Height,Enclosure,Mounting,Panel Name,12 Circuit Height,30 Circuit Height,42 Circuit Height,IsSkilledOperator,Lighting - Dwelling Unit Demand Factor,Lighting - Dwelling Unit Connected Current,Lighting - Dwelling Unit Estimated Demand,Other Estimated Demand,Lighting - Dwelling Unit Connected,Other Connected Current,Other Estimated Demand Current,Other Connected,Lighting - Dwelling Unit Estimated Demand Current,Cooling Estimated Demand Current,Cooling Demand Factor,Cooling Connected Current,Cooling Connected,Cooling Estimated Demand,Location,Cab Width,Cab Location,Cab Height,Door Opening,Cab Depth,Pit Depth,Chiller Length,Chilled Water Return Radius,Number of Poles,C1 Offset 2,C1 Offset 1,C2 Offset 2,C1 Offset 3,Chilled Water Supply Diameter,Chilled Water Return Diameter,Chilled Water Supply Radius,Length 1,Length 2,Radius 1,Half Number of Fans,Number of Fans,Cold Capacity,Chilled Water Flow,Drain Flow,System Classification,Chilled Water Pressure Drop,System Name,Appliance - Dwelling Unit Estimated Demand Current,Appliance - Dwelling Unit Demand Factor,Appliance - Dwelling Unit Estimated Demand,Appliance - Dwelling Unit Connected Current,Appliance - Dwelling Unit Connected,Primary Voltage,Panel Height,Switchboard Height,Switchboard Width,Switchboard Length,Primary Number of Poles,Height 1,Half Switchboard Length,Panel Length,Suction Nominal Radius,Suction Outside Diameter,Discharge Nominal Radius,Suction Nominal Diameter,Flange Height,Length 4,Length 3,Discharge Nominal Diameter,Housing Width,Outside Diameter 1,Outside Diameter 2,Outside Diameter 4,Suction Outside Radius,Flange Diameter,Radius 2,Radius 3,Flange Radius,Outside Radius 4,Outside Radius 1,Outside Radius 2,RPM,Heating Capacity,External Static Pressure,Return Airflow,Supply Airflow,Cooling Capacity,Poles,Dimension D,Dimension E,Dimension F,Dimension A,Dimension G,Dimension H,Condensate Diameter,Condensate Radius,Cap Diameter,Outlet Width,Fan Diameter,External Static Presure,Fan Height,Fan Radius,Base Width,Cap Radius,Overall Height,Outlet Height,Diameter 1,Diameter 2,Half Outlet Radius,Half Exhaust Inlet Height,Air Flow,InteriorOrExteriorSpace,OccupancyZoneName,LongName,ElevationWithFlooring,CeilingCovering,Upper Limit,Number,Decomposes,OmniClass Table 13 Category,Category Description,GSA BIM Area,WallCovering,FloorCovering,RoomTag,LoadCapacity,HistoricPreservationZoneName,LightingZoneName,VentilationZoneName,FireAlarmZoneName,Computation Height,CirculationZoneName,Category Code,Unbounded Height,Area,Volume,Perimeter,Phase,Base Offset,Limit Offset,Hot Water Diameter,Sanitary Diameter,Sanitary Radius,Vent Radius,Water Heater Radius,Cold Water Diameter,Hot Water Radius,Vent Diameter,Water Heater Height,Cold Water Radius
356,1B10,0,738238,New Construction,N/A,,0,,0,,103297,Point+HemiSpherical,45155,,53026,REF TYPE MARK,0,B1 - 0610x1219mm,0,87287,"89203,89204,89205,89206,89207,89208,89209,103561,103562,103563,103564,103565,103566,103567,103568,103569",17wj1NfVL9RPoveuB_LVhn,1,,M_Troffer Light - Parabolic Rectangular:B1 - 0610x1219mm:B1 - 0610x1219mm:738238,,NO,N/A,356,N/A,16777215,N/A,N/A,N/A,N/A,N/A,, 120 V/1-80 VA,N/A,Linked Revit Model : Clinic_A.rvt,UNSET,,,Level: Level 1,UNSET,F,0,2.680000,,861.112833,0,0.050000,,,,1.200000,,,"T8, 1219mm, RAPID START, CRI=75",,N/A,UNSET,N/A,N/A,TRUE,N/A,0,N/A,0,0,0,0,0,UNSET,N/A,N/A,FIXED,N/A,Downlights,UNSET,N/A,D5020210,N/A,N/A,N/A,0,L1,0,N/A,N/A,N/A,0,UNSET,UNSET,0,0,0,0,0,,,,,,,,,,N/A,Lighting - Fluorescent,,,23.80.70.11.14.11,,,B1,,,,1291.669250,Lighting - Dwelling Unit,1,L41B,1,,,2900.000000,32,,,,,,,,,"Metal - Paint Finish - Dark Gray, Matte","Glass - White, High Luminance",Metal - Chrome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,1B10,0,738239,New Construction,N/A,,0,,0,,103297,Point+HemiSpherical,45156,,53027,REF TYPE MARK,0,B1 - 0610x1219mm,0,87286,"89210,89211,89212,89213,89214,89215,89216,103561,103562,103563,103564,103565,103566,103567,103568,103569",17wj1NfVL9RPoveuB_LVhm,1,,M_Troffer Light - Parabolic Rectangular:B1 - 0610x1219mm:B1 - 0610x1219mm:738239,,NO,N/A,357,N/A,16777215,N/A,N/A,N/A,N/A,N/A,, 120 V/1-80 VA,N/A,<not associated>,UNSET,,,Level: Level 1,UNSET,F,0,2.680000,,861.112833,0,0.050000,,,,1.200000,,,"T8, 1219mm, RAPID START, CRI=75",,N/A,UNSET,N/A,N/A,TRUE,N/A,0,N/A,0,0,0,0,0,UNSET,N/A,N/A,FIXED,N/A,Downlights,UNSET,N/A,D5020210,N/A,N/A,N/A,0,L1,0,N/A,N/A,N/A,0,UNSET,UNSET,0,0,0,0,0,,,,,,,,,,N/A,Lighting - Fluorescent,,,23.80.70.11.14.11,,,B1,,,,1291.669250,Lighting - Dwelling Unit,1,L41B,1,,,2900.000000,32,,,,,,,,,"Metal - Paint Finish - Dark Gray, Matte","Glass - White, High Luminance",Metal - Chrome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1415,1B10,,822735,New Construction,N/A,,,,,,103297,,46086,,43345,,,Single Pole,0,,"95671,95672,95673,95674,95675,95676,103554,103555,103556,103557,103558,103559",0FXKOTtYf3kRrcedvXFly1,1,,M_Lighting Switches:Single Pole:Single Pole:822735,,,N/A,1415,N/A,,N/A,N/A,N/A,N/A,N/A,, 120 V/1-0 VA,N/A,Linked Revit Model : Clinic_A.rvt,,,,Level: Level 1,,,,1.200000,,0.000000,,,,,,1.200000,,,,,N/A,UNSET,N/A,N/A,TRUE,N/A,0,N/A,0,0,0,0,0,UNSET,N/A,N/A,FIXED,N/A,Switches,UNSET,N/A,,N/A,N/A,N/A,0,L1,0,N/A,N/A,N/A,0,,,,,,,,,,,,,,,,,N/A,,,,23.80.50.11.14,,,,,,,,Other,,L41B,1,,,,,,1291.669250,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1814,1B10,,888778,New Construction,N/A,,,,,,103297,,46479,,43712,,,Standard,0,,"98096,98097,98098,98099,98100,98101,103571,103572,103573,103574,103575",0Oe4W3Rwf1Dht7uPdCMOtz,1,,M_Duplex Receptacle:Standard:Standard:888778,,,N/A,1814,N/A,,N/A,N/A,N/A,N/A,N/A,, 120 V/1-180 VA,N/A,Linked Revit Model : Clinic_A.rvt,UNSET,,,Level: Level 1,,,,0.500000,,,,,,,,0.460000,,,,,N/A,UNSET,N/A,N/A,TRUE,N/A,0,N/A,0,0,0,0,0,UNSET,N/A,N/A,FIXED,N/A,Ground Fault Receptacles,UNSET,N/A,,N/A,N/A,N/A,0,L1,0,N/A,N/A,N/A,0,,,,,,,,,,,,,,,,,N/A,,,,23.80.50.11.17,,,,,,,,Receptacle,,N21B,10,,,,,,1291.669250,0.000000,240,1937.503875,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1815,1B10,,889038,New Construction,N/A,,,,,,103297,,46480,,43713,,,Standard,0,,"98102,98103,98104,98105,98106,98107,103571,103572,103573,103574,103575",0Oe4W3Rwf1Dht7uPdCMPBv,1,,M_Duplex Receptacle:Standard:Standard:889038,,,N/A,1815,N/A,,N/A,N/A,N/A,N/A,N/A,, 120 V/1-180 VA,N/A,Linked Revit Model : Clinic_A.rvt,UNSET,,,Level: Level 1,,,,0.500000,,,,,,,,0.460000,,,,,N/A,UNSET,N/A,N/A,TRUE,N/A,0,N/A,0,0,0,0,0,UNSET,N/A,N/A,FIXED,N/A,Ground Fault Receptacles,UNSET,N/A,,N/A,N/A,N/A,0,L1,0,N/A,N/A,N/A,0,,,,,,,,,,,,,,,,,N/A,,,,23.80.50.11.17,,,,,,,,Receptacle,,N21B,8,,,,,,1291.669250,0.000000,241,1937.503875,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1816,1B10,,889073,New Construction,N/A,,,,,,103297,,46481,,43714,,,Standard,0,,"98108,98109,98110,98111,98112,98113,103571,103572,103573,103574,103575",0Oe4W3Rwf1Dht7uPdCMPB6,1,,M_Duplex Receptacle:Standard:Standard:889073,,,N/A,1816,N/A,,N/A,N/A,N/A,N/A,N/A,, 120 V/1-180 VA,N/A,Linked Revit Model : Clinic_A.rvt,UNSET,,,Level: Level 1,,,,0.500000,,,,,,,,0.460000,,,,,N/A,UNSET,N/A,N/A,TRUE,N/A,0,N/A,0,0,0,0,0,UNSET,N/A,N/A,FIXED,N/A,Ground Fault Receptacles,UNSET,N/A,,N/A,N/A,N/A,0,L1,0,N/A,N/A,N/A,0,,,,,,,,,,,,,,,,,N/A,,,,23.80.50.11.17,,,,,,,,Receptacle,,N21B,12,,,,,,1291.669250,0.000000,242,1937.503875,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1817,1B10,,889193,New Construction,N/A,,,,,,103297,,46482,,43715,,,Standard,0,,"98115,98116,98117,98118,98119,98120,103571,103572,103573,103574,103575",0Oe4W3Rwf1Dht7uPdCMPDU,1,,M_Duplex Receptacle:Standard:Standard:889193,,,N/A,1817,N/A,,N/A,N/A,N/A,N/A,N/A,, 120 V/1-180 VA,N/A,Linked Revit Model : Clinic_A.rvt,UNSET,,,Level: Level 1,,,,0.650000,,,,,,,,0.460000,,,,,N/A,UNSET,N/A,N/A,TRUE,N/A,0,N/A,0,0,0,0,0,UNSET,N/A,N/A,FIXED,N/A,Ground Fault Receptacles,UNSET,N/A,,N/A,N/A,N/A,0,L1,0,N/A,N/A,N/A,0,,,,,,,,,,,,,,,,,N/A,,,,23.80.50.11.17,,,,,,,,Receptacle,,N21B,11,,,,,,1291.669250,0.000000,243,1937.503875,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1818,1B10,,889222,New Construction,N/A,,,,,,103297,,46483,,43716,,,Standard,0,,"98122,98123,98124,98125,98126,98127,103571,103572,103573,103574,103575",0Oe4W3Rwf1Dht7uPdCMPEn,1,,M_Duplex Receptacle:Standard:Standard:889222,,,N/A,1818,N/A,,N/A,N/A,N/A,N/A,N/A,, 120 V/1-180 VA,N/A,Linked Revit Model : Clinic_A.rvt,UNSET,,,Level: Level 1,,,,0.500000,,,,,,,,0.460000,,,,,N/A,UNSET,N/A,N/A,TRUE,N/A,0,N/A,0,0,0,0,0,UNSET,N/A,N/A,FIXED,N/A,Ground Fault Receptacles,UNSET,N/A,,N/A,N/A,N/A,0,L1,0,N/A,N/A,N/A,0,,,,,,,,,,,,,,,,,N/A,,,,23.80.50.11.17,,,,,,,,Receptacle,,N21B,9,,,,,,1291.669250,0.000000,244,1937.503875,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1819,1B10,,889364,New Construction,N/A,,,,,,103297,,46484,,43717,,,Standard,0,,"98129,98130,98131,98132,98133,98134,103571,103572,103573,103574,103575",0Oe4W3Rwf1Dht7uPdCMP0Z,1,,M_Duplex Receptacle:Standard:Standard:889364,,,N/A,1819,N/A,,N/A,N/A,N/A,N/A,N/A,, 120 V/1-180 VA,N/A,Linked Revit Model : Clinic_A.rvt,UNSET,,,Level: Level 1,,,,0.500000,,,,,,,,0.460000,,,,,N/A,UNSET,N/A,N/A,TRUE,N/A,0,N/A,0,0,0,0,0,UNSET,N/A,N/A,FIXED,N/A,Ground Fault Receptacles,UNSET,N/A,,N/A,N/A,N/A,0,L1,0,N/A,N/A,N/A,0,,,,,,,,,,,,,,,,,N/A,,,,23.80.50.11.17,,,,,,,,Receptacle,,N21B,12,,,,,,1291.669250,0.000000,245,1937.503875,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668,1B11,0,743698,New Construction,N/A,,0,,0,,102998,Point+HemiSpherical,45467,,53338,REF TYPE MARK,0,B3 - 610x610mm,0,86975,"91448,91449,91450,91451,91452,91453,91454,103543,103544,103545,103546,103547,103548,103549,103550,103551",312$WHH7b36fc6XaYoDl9j,1,,M_Troffer Light - Parabolic Square:B3 - 610x610mm:B3 - 610x610mm:743698,,NO,N/A,668,N/A,16777215,N/A,N/A,N/A,N/A,N/A,, 120 V/1-40 VA,N/A,Linked Revit Model : Clinic_A.rvt,UNSET,,,Level: Level 1,UNSET,F,0,2.680000,,430.556417,0,0.050000,,,,1.200000,,,"U-SHAPED, CRI=75",,N/A,UNSET,N/A,N/A,TRUE,N/A,0,N/A,0,0,0,0,0,UNSET,N/A,N/A,FIXED,N/A,Downlights,UNSET,N/A,,N/A,N/A,N/A,0,L1,0,N/A,N/A,N/A,0,UNSET,UNSET,0,0,0,0,0,,,,,,,,,,N/A,,,,23.80.70.11.14.11,,,B3,,,,1291.669250,Lighting - Dwelling Unit,1,L41B,1,,,3150.000000,32,,,,,,,,,"Metal - Paint Finish - Dark Gray, Matte","Glass - White, High Luminance",Metal - Chrome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1414,1B11,,822650,New Construction,N/A,,,,,,102998,,46085,,43344,,,Single Pole,0,,"95665,95666,95667,95668,95669,95670,103554,103555,103556,103557,103558,103559",0FXKOTtYf3kRrcedvXFl_q,1,,M_Lighting Switches:Single Pole:Single Pole:822650,,,N/A,1414,N/A,,N/A,N/A,N/A,N/A,N/A,, 120 V/1-0 VA,N/A,Linked Revit Model : Clinic_A.rvt,,,,Level: Level 1,,,,1.200000,,0.000000,,,,,,1.200000,,,,,N/A,UNSET,N/A,N/A,TRUE,N/A,0,N/A,0,0,0,0,0,UNSET,N/A,N/A,FIXED,N/A,Switches,UNSET,N/A,,N/A,N/A,N/A,0,L1,0,N/A,N/A,N/A,0,,,,,,,,,,,,,,,,,N/A,,,,23.80.50.11.14,,,,,,,,Other,,L41B,1,,,,,,1291.669250,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1808,1B11,,888152,New Construction,N/A,,,,,,102998,,46472,,43706,,,Standard,0,,"98060,98061,98062,98063,98064,98065,103571,103572,103573,103574,103575",0Oe4W3Rwf1Dht7uPdCMOzl,1,,M_Duplex Receptacle:Standard:Standard:888152,,,N/A,1808,N/A,,N/A,N/A,N/A,N/A,N/A,, 120 V/1-180 VA,N/A,Linked Revit Model : Clinic_A.rvt,UNSET,,,Level: Level 1,,,,0.500000,,,,,,,,0.460000,,,,,N/A,UNSET,N/A,N/A,TRUE,N/A,0,N/A,0,0,0,0,0,UNSET,N/A,N/A,FIXED,N/A,Ground Fault Receptacles,UNSET,N/A,,N/A,N/A,N/A,0,L1,0,N/A,N/A,N/A,0,,,,,,,,,,,,,,,,,N/A,,,,23.80.50.11.17,,,,,,,,Receptacle,,N21B,14,,,,,,1291.669250,0.000000,234,1937.503875,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699,1B12,0,745370,New Construction,N/A,,0,,0,,102928,Point+HemiSpherical,45498,,53369,REF TYPE MARK,0,R1 - 305x1219mm,0,86944,"91665,91666,91667,91668,91669,91670,91671,103106,103107,103108,103109,103110,103111,103112,103113,103131",1MPejKGxvAxOPe64yBS3WQ,1,,M_Troffer Light - Parabolic Rectangular:R1 - 305x1219mm:R1 - 305x1219mm:745370,,NO,N/A,699,N/A,16777215,N/A,N/A,N/A,N/A,N/A,, 120 V/1-80 VA,N/A,Linked Revit Model : Clinic_A.rvt,UNSET,,,Level: Level 1,UNSET,F,0,2.680000,,861.112833,0,0.050000,,,,1.200000,,,"T8, 1219mm, RAPID START, CRI=75
T8, 1219mm, RAPID START, CRI=75
T8, 1219mm, RAPID START, CRI=75
T8, 1219mm, RAPID START, CRI=75
T8, 1219mm, RAPID START, CRI=75",,N/A,UNSET,N/A,N/A,TRUE,N/A,0,N/A,0,0,0,0,0,UNSET,N/A,N/A,FIXED,N/A,Downlights,UNSET,N/A,D5020210,N/A,N/A,N/A,0,L1,0,N/A,N/A,N/A,0,UNSET,UNSET,0,0,0,0,0,,,,,,,,,,N/A,Lighting - Fluorescent,,,23.80.70.11.14.11,,,R1,,,,1291.669250,Lighting - Dwelling Unit,1,L41B,1,,,1800.000000,32,,,,,,,,,"Metal - Paint Finish - Dark Gray, Matte","Glass - White, High Luminance",Metal - Chrome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1820,1B12,,889426,New Construction,N/A,,,,,,102928,,46485,,43718,,,Standard,0,,"98136,98137,98138,98139,98140,98141,103571,103572,103573,103574,103575",0Oe4W3Rwf1Dht7uPdCMP1b,1,,M_Duplex Receptacle:Standard:Standard:889426,,,N/A,1820,N/A,,N/A,N/A,N/A,N/A,N/A,, 120 V/1-180 VA,N/A,Linked Revit Model : Clinic_A.rvt,UNSET,,,Level: Level 1,,,,0.500000,,,,,,,,0.460000,,,,,N/A,UNSET,N/A,N/A,TRUE,N/A,0,N/A,0,0,0,0,0,UNSET,N/A,N/A,FIXED,N/A,Ground Fault Receptacles,UNSET,N/A,,N/A,N/A,N/A,0,L1,0,N/A,N/A,N/A,0,,,,,,,,,,,,,,,,,N/A,,,,23.80.50.11.17,,,,,,,,Receptacle,,N21B,7,,,,,,1291.669250,0.000000,246,1937.503875,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,1B13,0,740992,New Construction,N/A,,0,,0,,103296,Point+HemiSpherical,45381,,53252,REF TYPE MARK,0,B1 - 0610x1219mm,0,87061,"90838,90839,90840,90841,90842,90843,90844,103561,103562,103563,103564,103565,103566,103567,103568,103569",2ikEQjpcTDnxUN0yGA3WRM,1,,M_Troffer Light - Parabolic Rectangular:B1 - 0610x1219mm:B1 - 0610x1219mm:740992,,NO,N/A,582,N/A,16777215,N/A,N/A,N/A,N/A,N/A,, 120 V/1-80 VA,N/A,<not associated>,UNSET,,,Level: Level 1,UNSET,F,0,2.680000,,861.112833,0,0.050000,,,,1.200000,,,"T8, 1219mm, RAPID START, CRI=75",,N/A,UNSET,N/A,N/A,TRUE,N/A,0,N/A,0,0,0,0,0,UNSET,N/A,N/A,FIXED,N/A,Downlights,UNSET,N/A,D5020210,N/A,N/A,N/A,0,L1,0,N/A,N/A,N/A,0,UNSET,UNSET,0,0,0,0,0,,,,,,,,,,N/A,Lighting - Fluorescent,,,23.80.70.11.14.11,,,B1,,,,1291.669250,Lighting - Dwelling Unit,1,L41B,1,,,2900.000000,32,,,,,,,,,"Metal - Paint Finish - Dark Gray, Matte","Glass - White, High Luminance",Metal - Chrome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,1B13,0,741000,New Construction,N/A,,0,,0,,103296,Point+HemiSpherical,45382,,53253,REF TYPE MARK,0,B1 - 0610x1219mm,0,87060,"90845,90846,90847,90848,90849,90850,90851,103561,103562,103563,103564,103565,103566,103567,103568,103569",2ikEQjpcTDnxUN0yGA3WRU,1,,M_Troffer Light - Parabolic Rectangular:B1 - 0610x1219mm:B1 - 0610x1219mm:741000,,NO,N/A,583,N/A,16777215,N/A,N/A,N/A,N/A,N/A,, 120 V/1-80 VA,N/A,<not associated>,UNSET,,,Level: Level 1,UNSET,F,0,2.680000,,861.112833,0,0.050000,,,,1.200000,,,"T8, 1219mm, RAPID START, CRI=75",,N/A,UNSET,N/A,N/A,TRUE,N/A,0,N/A,0,0,0,0,0,UNSET,N/A,N/A,FIXED,N/A,Downlights,UNSET,N/A,D5020210,N/A,N/A,N/A,0,L1,0,N/A,N/A,N/A,0,UNSET,UNSET,0,0,0,0,0,,,,,,,,,,N/A,Lighting - Fluorescent,,,23.80.70.11.14.11,,,B1,,,,1291.669250,Lighting - Dwelling Unit,1,L41B,1,,,2900.000000,32,,,,,,,,,"Metal - Paint Finish - Dark Gray, Matte","Glass - White, High Luminance",Metal - Chrome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
