,Parent,ProvidesBoundaries,ConnectedTo,Wrapping at Ends,Tag,HasOpenings,Phase Created,Base Constraint,Top Extension Distance,Top is Attached,ContainedInStructure,ObjectPlacement,Representation,Reference,Wrapping at Inserts,ObjectType,Size,HasAssociations,IsDefinedBy,Manufacturer,Top Offset,GlobalId,OwnerHistory,Name,Description,InstallationDate,ODAUniqueID,WarrantyGuarantorLabor,Related to Mass,ModelLabel,IsExternal,WarrantyDescription,LoadBearing,ExtendToStructure,ProductionYear,Base Offset,Base is Attached,Unconnected Height,Room Bounding,Base Extension Distance,Top Constraint,Finish,Location Line,Area,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,Structural Usage,Length,Volume,Function,Width,Coarse Scale Fill Color,WarrantyDurationParts,AccessibilityPerformance,CodePerformance,Color,Constituents,Grade,Material,ModelReference,NominalHeight,NominalLength,Shape,SustainabilityPerformance,WarrantyDurationLabor,AssetAccountingType,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,NominalWidth,Classification Code,Classification Description,ConnectedFrom,FireRating,Coarse Scale Fill Pattern,Fire Rating,Center Mark Visible,Position,Corner Mullion,Angle,Decomposes,Width on side 2,Width on side 1,Thickness,Offset,Profile,Radius,Height,Construction Type,OverallWidth,OverallHeight,Trim Projection Ext,FillsVoids,Level,Trim Width,Door Material,Type Mark,Sill Height,Head Height,Mark,OmniClass Number,Trim Projection Int,Wall Closure,Frame Material,OmniClass Title,GlazingAreaFraction,OperationType,IsFireExit,Glazing Material,Pipe Radius,PredefinedType,Railing Height,Use Landing Height Adjustment,Rail Connections,Baluster Offset,Angled Joins,Landing Height Adjustment,Tangent Joins,Base Level,TreadLength,NumberOfRiser,RiserHeight,NumberOfTreads,TreadLengthAtInnerSide,TreadLengthAtOffset,WalkingLineOffset,WaistThickness,Window Inset,Frame Exterior Material,Frame Interior Material,Sash,Glass Pane Material,Default Sill Height,ConfigurationType,TotalThickness,Height Offset From Level,Perimeter,Cabinet Material,Elevation,Depth,Mounting Height,ADA Compliant,Type Comments,Model,Copyright,Technical Data,Material and Finish,Industry Standards,Version,Complies To Buy American Act,Warranty Information,Material Note,Schedule Level,Host,Assembly Code,Assembly Description,URL,Complies to NAFTA,Percentage of Recycled Content,Diameter,Overall Length,Instructions,Default Elevation,Triton Color Palette,Revisions Date,MasterFormat Title,Ivory,Revit Family Created by,Special Color,Radius Seat,Radius Frame,White,Series,MasterFormat Number,Architectural Design Manual,LEED,Depth of which projects,Void Width,Void Depth,Void Height,Moves With Nearby Elements,Cab Width,Cab Location,Pit Depth,Door Opening,Cab Height,Cab Depth,InteriorOrExteriorSpace,OccupancyZoneName,LongName,ElevationWithFlooring,BoundedBy,Upper Limit,CompositionType,Number,OmniClass Table 13 Category,Category Description,GSA BIM Area,Phase,Limit Offset,Unbounded Height,RoomTag,CirculationZoneName,FireAlarmZoneName,LightingZoneName,HistoricPreservationZoneName,VentilationZoneName,Category Code,Backsplash Visibility,Counter Thickness,Sink Opening Width,Sink Opening Depth,Sink Location,Sink Location To Wall,Handle Material,Plinth Depth,Plinth Height,Top Of Cabinet,Length - Leg 1,Length - Leg 2
2825,Curtain Wall:Storefront:220417,,,,281023,,New Construction,,,,,123880,118533,Reference,,Glazed,Size,209219,"195175,195176,195177,209031,209220,209221,209222,209223,209224,209225",Manufacturer,,0bpfxAz3XBrAx$RjFuHuA9,1,System Panel:Glazed:Glazed:281023,,InstallationDate,2825,WarrantyGuarantorLabor,,ModelLabel,,WarrantyDescription,,,ProductionYear,,,,,,,Finish,,3.104713,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,,,,,1.349875,,WarrantyDurationParts,AccessibilityPerformance,CodePerformance,Color,Constituents,Grade,Glass,ModelReference,NominalHeight,NominalLength,Shape,SustainabilityPerformance,WarrantyDurationLabor,FIXED,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,NominalWidth,,,,,,,,,,,209189,,,0.025000,0.037000,,,2.300000,Construction Type,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2826,Curtain Wall:Storefront:220417,,,,281025,,New Construction,,,,,123881,118534,Reference,,Glazed,Size,209219,"195178,195179,195180,209031,209220,209221,209222,209223,209224,209225",Manufacturer,,0bpfxAz3XBrAx$RjFuHuBt,1,System Panel:Glazed:Glazed:281025,,InstallationDate,2826,WarrantyGuarantorLabor,,ModelLabel,,WarrantyDescription,,,ProductionYear,,,,,,,Finish,,3.104713,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,,,,,1.349875,,WarrantyDurationParts,AccessibilityPerformance,CodePerformance,Color,Constituents,Grade,Glass,ModelReference,NominalHeight,NominalLength,Shape,SustainabilityPerformance,WarrantyDurationLabor,FIXED,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,NominalWidth,,,,,,,,,,,209189,,,0.025000,0.037000,,,2.300000,Construction Type,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2827,Curtain Wall:Storefront:220417,,,,281027,,New Construction,,,,,123882,118535,Reference,,Glazed,Size,209219,"195181,195182,195183,209031,209220,209221,209222,209223,209224,209225",Manufacturer,,0bpfxAz3XBrAx$RjFuHuBr,1,System Panel:Glazed:Glazed:281027,,InstallationDate,2827,WarrantyGuarantorLabor,,ModelLabel,,WarrantyDescription,,,ProductionYear,,,,,,,Finish,,3.104713,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,,,,,1.349875,,WarrantyDurationParts,AccessibilityPerformance,CodePerformance,Color,Constituents,Grade,Glass,ModelReference,NominalHeight,NominalLength,Shape,SustainabilityPerformance,WarrantyDurationLabor,FIXED,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,NominalWidth,,,,,,,,,,,209189,,,0.025000,0.037000,,,2.300000,Construction Type,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2828,Curtain Wall:Storefront:220417,,,,281029,,New Construction,,,,,123883,118536,Reference,,Glazed,Size,209219,"195184,195185,195186,209031,209220,209221,209222,209223,209224,209225",Manufacturer,,0bpfxAz3XBrAx$RjFuHuBp,1,System Panel:Glazed:Glazed:281029,,InstallationDate,2828,WarrantyGuarantorLabor,,ModelLabel,,WarrantyDescription,,,ProductionYear,,,,,,,Finish,,3.104713,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,,,,,1.349875,,WarrantyDurationParts,AccessibilityPerformance,CodePerformance,Color,Constituents,Grade,Glass,ModelReference,NominalHeight,NominalLength,Shape,SustainabilityPerformance,WarrantyDurationLabor,FIXED,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,NominalWidth,,,,,,,,,,,209189,,,0.025000,0.037000,,,2.300000,Construction Type,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2829,Curtain Wall:Storefront:220417,,,,281031,,New Construction,,,,,123884,118537,Reference,,Glazed,Size,209219,"195187,195188,195189,209031,209220,209221,209222,209223,209224,209225",Manufacturer,,0bpfxAz3XBrAx$RjFuHuBn,1,System Panel:Glazed:Glazed:281031,,InstallationDate,2829,WarrantyGuarantorLabor,,ModelLabel,,WarrantyDescription,,,ProductionYear,,,,,,,Finish,,3.104713,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,,,,,1.349875,,WarrantyDurationParts,AccessibilityPerformance,CodePerformance,Color,Constituents,Grade,Glass,ModelReference,NominalHeight,NominalLength,Shape,SustainabilityPerformance,WarrantyDurationLabor,FIXED,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,NominalWidth,,,,,,,,,,,209189,,,0.025000,0.037000,,,2.300000,Construction Type,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2830,Curtain Wall:Storefront:220417,,,,281033,,New Construction,,,,,123885,118538,Reference,,Glazed,Size,209219,"195190,195191,195192,209031,209220,209221,209222,209223,209224,209225",Manufacturer,,0bpfxAz3XBrAx$RjFuHuB$,1,System Panel:Glazed:Glazed:281033,,InstallationDate,2830,WarrantyGuarantorLabor,,ModelLabel,,WarrantyDescription,,,ProductionYear,,,,,,,Finish,,3.104713,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,,,,,1.349875,,WarrantyDurationParts,AccessibilityPerformance,CodePerformance,Color,Constituents,Grade,Glass,ModelReference,NominalHeight,NominalLength,Shape,SustainabilityPerformance,WarrantyDurationLabor,FIXED,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,NominalWidth,,,,,,,,,,,209189,,,0.025000,0.037000,,,2.300000,Construction Type,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2831,Curtain Wall:Storefront:220417,,,,281035,,New Construction,,,,,123886,118539,Reference,,Glazed,Size,209219,"195193,195194,195195,205855,209220,209221,209222,209223,209224,209225",Manufacturer,,0bpfxAz3XBrAx$RjFuHuBz,1,System Panel:Glazed:Glazed:281035,,InstallationDate,2831,WarrantyGuarantorLabor,,ModelLabel,,WarrantyDescription,,,ProductionYear,,,,,,,Finish,,3.047213,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,,,,,1.324875,,WarrantyDurationParts,AccessibilityPerformance,CodePerformance,Color,Constituents,Grade,Glass,ModelReference,NominalHeight,NominalLength,Shape,SustainabilityPerformance,WarrantyDurationLabor,FIXED,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,NominalWidth,,,,,,,,,,,209189,,,0.025000,0.037000,,,2.300000,Construction Type,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2896,Curtain Wall:Storefront:300135,,,,300136,,New Construction,,,,,124746,119332,Reference,,Glazed,Size,209219,"199173,199174,199175,204253,209220,209221,209222,209223,209224,209225",Manufacturer,,2cDwFtdqL6M96IeSv7p8ha,1,System Panel:Glazed:Glazed:300136,,InstallationDate,2896,WarrantyGuarantorLabor,,ModelLabel,,WarrantyDescription,,,ProductionYear,,,,,,,Finish,,1.912251,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,,,,,,,WarrantyDurationParts,AccessibilityPerformance,CodePerformance,Color,Constituents,Grade,Glass,ModelReference,NominalHeight,NominalLength,Shape,SustainabilityPerformance,WarrantyDurationLabor,FIXED,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,NominalWidth,,,,,,,,,,,209183,,,0.025000,0.037000,,,,Construction Type,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2897,Curtain Wall:Storefront:300135,,,,300142,,New Construction,,,,,124747,119333,Reference,,Glazed,Size,209219,"199176,199177,199178,204254,209220,209221,209222,209223,209224,209225",Manufacturer,,2cDwFtdqL6M96IeSv7p8hY,1,System Panel:Glazed:Glazed:300142,,InstallationDate,2897,WarrantyGuarantorLabor,,ModelLabel,,WarrantyDescription,,,ProductionYear,,,,,,,Finish,,1.865067,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,,,,,,,WarrantyDurationParts,AccessibilityPerformance,CodePerformance,Color,Constituents,Grade,Glass,ModelReference,NominalHeight,NominalLength,Shape,SustainabilityPerformance,WarrantyDurationLabor,FIXED,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,NominalWidth,,,,,,,,,,,209183,,,0.025000,0.037000,,,,Construction Type,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2898,Curtain Wall:Storefront:300135,,,,300148,,New Construction,,,,,124748,119334,Reference,,Glazed,Size,209219,"199179,199180,199181,204255,209220,209221,209222,209223,209224,209225",Manufacturer,,2cDwFtdqL6M96IeSv7p8hu,1,System Panel:Glazed:Glazed:300148,,InstallationDate,2898,WarrantyGuarantorLabor,,ModelLabel,,WarrantyDescription,,,ProductionYear,,,,,,,Finish,,1.865052,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,,,,,,,WarrantyDurationParts,AccessibilityPerformance,CodePerformance,Color,Constituents,Grade,Glass,ModelReference,NominalHeight,NominalLength,Shape,SustainabilityPerformance,WarrantyDurationLabor,FIXED,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,NominalWidth,,,,,,,,,,,209183,,,0.025000,0.037000,,,,Construction Type,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2899,Curtain Wall:Storefront:300135,,,,300150,,New Construction,,,,,124749,119335,Reference,,Glazed,Size,209219,"199182,199183,199184,204256,209220,209221,209222,209223,209224,209225",Manufacturer,,2cDwFtdqL6M96IeSv7p8hw,1,System Panel:Glazed:Glazed:300150,,InstallationDate,2899,WarrantyGuarantorLabor,,ModelLabel,,WarrantyDescription,,,ProductionYear,,,,,,,Finish,,1.912223,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,,,,,,,WarrantyDurationParts,AccessibilityPerformance,CodePerformance,Color,Constituents,Grade,Glass,ModelReference,NominalHeight,NominalLength,Shape,SustainabilityPerformance,WarrantyDurationLabor,FIXED,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,NominalWidth,,,,,,,,,,,209183,,,0.025000,0.037000,,,,Construction Type,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2900,Curtain Wall:Storefront:300135,,,,304459,,New Construction,,,,,124769,119355,Reference,,Glazed,Size,209219,"199242,199243,199244,204276,209220,209221,209222,209223,209224,209225",Manufacturer,,2cDwFtdqL6M96IeSv7pBl7,1,System Panel:Glazed:Glazed:304459,,InstallationDate,2900,WarrantyGuarantorLabor,,ModelLabel,,WarrantyDescription,,,ProductionYear,,,,,,,Finish,,1.826118,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,,,,,,,WarrantyDurationParts,AccessibilityPerformance,CodePerformance,Color,Constituents,Grade,Glass,ModelReference,NominalHeight,NominalLength,Shape,SustainabilityPerformance,WarrantyDurationLabor,FIXED,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,NominalWidth,,,,,,,,,,,209183,,,0.025000,0.037000,,,,Construction Type,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2901,Curtain Wall:Storefront:300135,,,,304460,,New Construction,,,,,124770,119356,Reference,,Glazed,Size,209219,"199245,199246,199247,204277,209220,209221,209222,209223,209224,209225",Manufacturer,,2cDwFtdqL6M96IeSv7pBl0,1,System Panel:Glazed:Glazed:304460,,InstallationDate,2901,WarrantyGuarantorLabor,,ModelLabel,,WarrantyDescription,,,ProductionYear,,,,,,,Finish,,1.826114,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,,,,,,,WarrantyDurationParts,AccessibilityPerformance,CodePerformance,Color,Constituents,Grade,Glass,ModelReference,NominalHeight,NominalLength,Shape,SustainabilityPerformance,WarrantyDurationLabor,FIXED,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,NominalWidth,,,,,,,,,,,209183,,,0.025000,0.037000,,,,Construction Type,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2920,Curtain Wall:Storefront:303219,,,,303220,,New Construction,,,,,124842,119426,Reference,,Glazed,Size,209219,"199471,199472,199473,205904,209220,209221,209222,209223,209224,209225",Manufacturer,,2cDwFtdqL6M96IeSv7pBxu,1,System Panel:Glazed:Glazed:303220,,InstallationDate,2920,WarrantyGuarantorLabor,,ModelLabel,,WarrantyDescription,,,ProductionYear,,,,,,,Finish,,1.112511,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,,,,,1.220000,,WarrantyDurationParts,AccessibilityPerformance,CodePerformance,Color,Constituents,Grade,Glass,ModelReference,NominalHeight,NominalLength,Shape,SustainabilityPerformance,WarrantyDurationLabor,FIXED,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,NominalWidth,,,,,,,,,,,209177,,,0.025000,0.037000,,,0.911894,Construction Type,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2921,Curtain Wall:Storefront:303219,,,,303225,,New Construction,,,,,124843,119427,Reference,,Glazed,Size,209219,"199474,199475,199476,205905,209220,209221,209222,209223,209224,209225",Manufacturer,,2cDwFtdqL6M96IeSv7pBxr,1,System Panel:Glazed:Glazed:303225,,InstallationDate,2921,WarrantyGuarantorLabor,,ModelLabel,,WarrantyDescription,,,ProductionYear,,,,,,,Finish,,1.135309,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,,,,,1.245000,,WarrantyDurationParts,AccessibilityPerformance,CodePerformance,Color,Constituents,Grade,Glass,ModelReference,NominalHeight,NominalLength,Shape,SustainabilityPerformance,WarrantyDurationLabor,FIXED,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,NominalWidth,,,,,,,,,,,209177,,,0.025000,0.037000,,,0.911894,Construction Type,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2922,Curtain Wall:Storefront:303219,,,,303227,,New Construction,,,,,124844,119428,Reference,,Glazed,Size,209219,"199477,199478,199479,205905,209220,209221,209222,209223,209224,209225",Manufacturer,,2cDwFtdqL6M96IeSv7pBxt,1,System Panel:Glazed:Glazed:303227,,InstallationDate,2922,WarrantyGuarantorLabor,,ModelLabel,,WarrantyDescription,,,ProductionYear,,,,,,,Finish,,1.135309,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,,,,,1.245000,,WarrantyDurationParts,AccessibilityPerformance,CodePerformance,Color,Constituents,Grade,Glass,ModelReference,NominalHeight,NominalLength,Shape,SustainabilityPerformance,WarrantyDurationLabor,FIXED,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,NominalWidth,,,,,,,,,,,209177,,,0.025000,0.037000,,,0.911894,Construction Type,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2923,Curtain Wall:Storefront:303219,,,,303229,,New Construction,,,,,124845,119429,Reference,,Glazed,Size,209219,"199480,199481,199482,205904,209220,209221,209222,209223,209224,209225",Manufacturer,,2cDwFtdqL6M96IeSv7pBxn,1,System Panel:Glazed:Glazed:303229,,InstallationDate,2923,WarrantyGuarantorLabor,,ModelLabel,,WarrantyDescription,,,ProductionYear,,,,,,,Finish,,1.112511,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,,,,,1.220000,,WarrantyDurationParts,AccessibilityPerformance,CodePerformance,Color,Constituents,Grade,Glass,ModelReference,NominalHeight,NominalLength,Shape,SustainabilityPerformance,WarrantyDurationLabor,FIXED,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,NominalWidth,,,,,,,,,,,209177,,,0.025000,0.037000,,,0.911894,Construction Type,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2924,Curtain Wall:Storefront:303219,,,,303245,,New Construction,,,,,124846,119430,Reference,,Glazed,Size,209219,"199483,199484,199485,205906,209220,209221,209222,209223,209224,209225",Manufacturer,,2cDwFtdqL6M96IeSv7pBu1,1,System Panel:Glazed:Glazed:303245,,InstallationDate,2924,WarrantyGuarantorLabor,,ModelLabel,,WarrantyDescription,,,ProductionYear,,,,,,,Finish,,0.900489,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,,,,,1.220000,,WarrantyDurationParts,AccessibilityPerformance,CodePerformance,Color,Constituents,Grade,Glass,ModelReference,NominalHeight,NominalLength,Shape,SustainabilityPerformance,WarrantyDurationLabor,FIXED,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,NominalWidth,,,,,,,,,,,209177,,,0.025000,0.037000,,,0.738106,Construction Type,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2925,Curtain Wall:Storefront:303219,,,,303246,,New Construction,,,,,124847,119431,Reference,,Glazed,Size,209219,"199486,199487,199488,205907,209220,209221,209222,209223,209224,209225",Manufacturer,,2cDwFtdqL6M96IeSv7pBu2,1,System Panel:Glazed:Glazed:303246,,InstallationDate,2925,WarrantyGuarantorLabor,,ModelLabel,,WarrantyDescription,,,ProductionYear,,,,,,,Finish,,0.918941,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,,,,,1.245000,,WarrantyDurationParts,AccessibilityPerformance,CodePerformance,Color,Constituents,Grade,Glass,ModelReference,NominalHeight,NominalLength,Shape,SustainabilityPerformance,WarrantyDurationLabor,FIXED,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,NominalWidth,,,,,,,,,,,209177,,,0.025000,0.037000,,,0.738106,Construction Type,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2926,Curtain Wall:Storefront:303219,,,,303247,,New Construction,,,,,124848,119432,Reference,,Glazed,Size,209219,"199489,199490,199491,205907,209220,209221,209222,209223,209224,209225",Manufacturer,,2cDwFtdqL6M96IeSv7pBu3,1,System Panel:Glazed:Glazed:303247,,InstallationDate,2926,WarrantyGuarantorLabor,,ModelLabel,,WarrantyDescription,,,ProductionYear,,,,,,,Finish,,0.918941,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,,,,,1.245000,,WarrantyDurationParts,AccessibilityPerformance,CodePerformance,Color,Constituents,Grade,Glass,ModelReference,NominalHeight,NominalLength,Shape,SustainabilityPerformance,WarrantyDurationLabor,FIXED,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,NominalWidth,,,,,,,,,,,209177,,,0.025000,0.037000,,,0.738106,Construction Type,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2927,Curtain Wall:Storefront:303219,,,,303248,,New Construction,,,,,124849,119433,Reference,,Glazed,Size,209219,"199492,199493,199494,205906,209220,209221,209222,209223,209224,209225",Manufacturer,,2cDwFtdqL6M96IeSv7pBuS,1,System Panel:Glazed:Glazed:303248,,InstallationDate,2927,WarrantyGuarantorLabor,,ModelLabel,,WarrantyDescription,,,ProductionYear,,,,,,,Finish,,0.900489,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,,,,,1.220000,,WarrantyDurationParts,AccessibilityPerformance,CodePerformance,Color,Constituents,Grade,Glass,ModelReference,NominalHeight,NominalLength,Shape,SustainabilityPerformance,WarrantyDurationLabor,FIXED,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,NominalWidth,,,,,,,,,,,209177,,,0.025000,0.037000,,,0.738106,Construction Type,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2968,Curtain Wall:Storefront:381859,,,,381860,,New Construction,,,,,125439,119697,Reference,,Glazed,Size,209219,"202198,202199,202200,205942,209220,209221,209222,209223,209224,209225",Manufacturer,,2j55VthSj3Lu0J6fyrpG4u,1,System Panel:Glazed:Glazed:381860,,InstallationDate,2968,WarrantyGuarantorLabor,,ModelLabel,,WarrantyDescription,,,ProductionYear,,,,,,,Finish,,1.112511,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,,,,,1.220000,,WarrantyDurationParts,AccessibilityPerformance,CodePerformance,Color,Constituents,Grade,Glass,ModelReference,NominalHeight,NominalLength,Shape,SustainabilityPerformance,WarrantyDurationLabor,FIXED,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,NominalWidth,,,,,,,,,,,209178,,,0.025000,0.037000,,,0.911894,Construction Type,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
