,Design Option,Category,Family,Type,Additional Offset,Layout Rule,Host Category,Family and Type,Summary,Type Id,Alternating Bar - End Hook Orientation,Alternating Bar - End Hook Type,Alternating Bar - Hook Orientation,Alternating Bar - Length,Alternating Bar - Offset,Alternating Bar - Start Hook Type,Alternating Bar - Type,Alternating Bars,Bar Spacing,Face,Number Of Bars,Primary Bar - End Hook Orientation,Primary Bar - End Hook Type,Primary Bar - Hook Orientation,Primary Bar - Length,Primary Bar - Start Hook Type,Primary Bar - Type,Phase Created,Phase Demolished,Reinforcement Volume,Type Name,Family Name,Additional Exterior Cover Offset,Additional Interior Cover Offset,Bottom/Interior Major,Bottom/Interior Major (Brief),Bottom/Interior Minor,Bottom/Interior Minor (Brief),Layer Summary,Layer Summary (Brief),"Major, Both Faces","Major, Both Faces (Brief)","Minor, Both Faces","Minor, Both Faces (Brief)",Top/Exterior Major,Top/Exterior Major (Brief),Top/Exterior Minor,Top/Exterior Minor (Brief),Bottom Major and Minor Layers Match,Bottom/Interior Major Bar Type,Bottom/Interior Major Direction,Bottom/Interior Major Number Of Lines,Bottom/Interior Major Spacing,Bottom/Interior Minor Bar Type,Bottom/Interior Minor Direction,Bottom/Interior Minor Number Of Lines,Bottom/Interior Minor Spacing,Exterior Major Bar Type,Exterior Major Direction,Exterior Major Hook Orientation,Exterior Major Hook Type,Exterior Major Number Of Lines,Exterior Major Spacing,Exterior Minor Bar Type,Exterior Minor Direction,Exterior Minor Hook Orientation,Exterior Minor Hook Type,Exterior Minor Number Of Lines,Exterior Minor Spacing,Interior Major Bar Type,Interior Major Direction,Interior Major Hook Orientation,Interior Major Hook Type,Interior Major Number Of Lines,Interior Major Spacing,Interior Minor Bar Type,Interior Minor Direction,Interior Minor Hook Orientation,Interior Minor Hook Type,Interior Minor Number Of Lines,Interior Minor Spacing,Top Major and Minor Layers Match,Top and Bottom Major Layers Match,Top and Bottom Minor Layers Match,Top/Exterior Major Bar Type,Top/Exterior Major Direction,Top/Exterior Major Number Of Lines,Top/Exterior Major Spacing,Top/Exterior Minor Bar Type,Top/Exterior Minor Direction,Top/Exterior Minor Number Of Lines,Top/Exterior Minor Spacing,Bend Diameter,End Treatment At End,End Treatment At Start,Geometry,Hook At End,Hook At Start,Hook Rotation At End,Hook Rotation At Start,Override Hook Lengths,Rebar Number,Schedule Mark,Shape,Shape Image,Style,A,B,Bar Diameter,Bar Length,C,D,E,F,G,H,J,K,Maximum bar length,Minimum bar length,O,R,Standard Bend Diameter,Total Bar Length,Distribution Type,Quantity,Quantity By Rebar Set,Estimated Reinforcement Volume,Deformation,Maximum Bend Radius,Standard Hook Bend Diameter,Stirrup/Tie Bend Diameter,Subcategory,Material,Stirrup/Tie Attachment,Host Mark,Spacing,Length,Level,Work Plane,Volume,b,d,Host Id,Stiffener Material,End Level Offset,Reference Level,Start Level Offset,Non Bearing Offset,Span,Truss Height,Tag new members in view,ActualPanelWidth,MaxPanelWidth,NumberPanels,Bearing Chord,Bearing Vertical Justification,Create Bottom Chord,Create Top Chord,Rotate Chords With Truss,Rotation Angle,Stick Symbol Location,Analytical Vertical Projection,Angle,End Release,Start Release,Structural Framing Type,Web Orientation,Webs have symbolic cutback,Base Level,Base Offset,Column Location Mark,Column Style,Moves With Grids,Top Level,Top Offset,Structural Material,Base Connection,Enable Analytical Model,Top Connection,Code Name,Section Name Key,Section Shape,Elastic Modulus strong axis,Elastic Modulus weak axis,Moment of Inertia strong axis,Moment of Inertia weak axis,Nominal Weight,Plastic Modulus strong axis,Plastic Modulus weak axis,Section Area,Torsional Moment of Inertia,Warping Constant,Centroid Horizontal,Centroid Vertical,Flange Thickness,Height,Web Fillet,Web Thickness,Width,Room Bounding,Rebar Cover - Other Faces,Rebar Cover - Bottom Face,Rebar Cover - Top Face,Cross-Section Rotation,Orientation,Reference Level Elevation,Elevation at Bottom,Elevation at Top,End Extension,Join Status,Start Extension,y Justification,y Offset Value,yz Justification,z Justification,z Offset Value,Cut Length,End Connection,Start Connection,Structural Usage,Camber Size,Number of studs,Mark,REBAR,Top Bars,h,Cost,Type Mark,End Reaction - Live,Wall Design Thickness,OmniClass Number,OmniClass Title,Perimeter,Torsional Modulus,Diameter,Wall Nominal Thickness,Height Offset From Level,Host,Area,Elevation at Bottom Survey,Elevation at Top Survey,Pile Type,Clearance,Cut-off,Thickness,Assembly Code,Assembly Description,Base Constraint,Top Constraint,Unconnected Height,Related to Mass,Core Thickness,Elevation at Bottom Core,Elevation at Top Core,Span Direction,Structural,Absorptance,Roughness,Default Thickness,Function,Coarse Scale Fill Color,Coarse Scale Fill Pattern,Display in Hidden Views,Base Extension Distance,Base is Attached,Location Line,Top Extension Distance,Top is Attached,Rebar Cover - Exterior Face,Rebar Cover - Interior Face,Wrapping at Ends,Wrapping at Inserts
151779,None,OST_StructuralFraming,600 x 900,600 x 900,,,,600 x 900,,600 x 900,,,,,,,,,,,,,,,,,,New Construction,None,,600 x 900,M_Concrete-Rectangular Beam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1820,None,Level : 03 - Floor,0.56 m³,600,,None,,7600,03 - Floor,7600,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,70010,,Yes,,,,0,,,,,,,,,,,,,,,,,,,"Interior (framing, columns)","Interior (framing, columns)",,0.00°,0,0,6700,7600,0,0,0,2,0,0,0,0,1820,None,None,3,,,B3,2-#5A 1-#5B,2-#5C,900,4.00,C600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151780,None,OST_StructuralFraming,600 x 900,600 x 900,,,,600 x 900,,600 x 900,,,,,,,,,,,,,,,,,,New Construction,None,,600 x 900,M_Concrete-Rectangular Beam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6299,None,Level : 03 - Floor,2.17 m³,600,,None,,7600,03 - Floor,7600,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,70010,,Yes,,,,0,,,,,,,,,,,,,,,,,,,"Interior (framing, columns)","Interior (framing, columns)",,0.00°,0,0,6700,7600,0,0,0,2,0,0,0,0,6299,None,None,3,,,B3,2-#5A 1-#5B,2-#5C,900,4.00,C600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151781,None,OST_StructuralFraming,600 x 900,600 x 900,,,,600 x 900,,600 x 900,,,,,,,,,,,,,,,,,,New Construction,None,,600 x 900,M_Concrete-Rectangular Beam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1943,None,Level : 03 - Floor,0.60 m³,600,,None,,7600,03 - Floor,7600,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,70010,,Yes,,,,0,,,,,,,,,,,,,,,,,,,"Interior (framing, columns)","Interior (framing, columns)",,0.00°,0,0,6700,7600,0,0,0,2,0,0,0,0,1943,None,None,3,,,B3,2-#5A 1-#5B,2-#5C,900,4.00,C600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151782,None,OST_StructuralFraming,600 x 900,600 x 900,,,,600 x 900,,600 x 900,,,,,,,,,,,,,,,,,,New Construction,None,,600 x 900,M_Concrete-Rectangular Beam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4356,None,Level : 03 - Floor,1.47 m³,600,,None,,7600,03 - Floor,7600,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,70010,,Yes,,,,0,,,,,,,,,,,,,,,,,,,"Interior (framing, columns)","Interior (framing, columns)",,0.00°,0,0,6700,7600,0,0,0,2,0,0,0,0,4356,None,None,3,,,B3,2-#5A 1-#5B,2-#5C,900,4.00,C600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151783,None,OST_StructuralFraming,600 x 900,600 x 900,,,,600 x 900,,600 x 900,,,,,,,,,,,,,,,,,,New Construction,None,,600 x 900,M_Concrete-Rectangular Beam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6299,None,Level : 03 - Floor,2.17 m³,600,,None,,7600,03 - Floor,7600,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,70010,,Yes,,,,0,,,,,,,,,,,,,,,,,,,"Interior (framing, columns)","Interior (framing, columns)",,0.00°,0,0,6700,7600,0,0,0,2,0,0,0,0,6299,None,None,3,,,B3,2-#5A 1-#5B,2-#5C,900,4.00,C600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151784,None,OST_StructuralFraming,600 x 900,600 x 900,,,,600 x 900,,600 x 900,,,,,,,,,,,,,,,,,,New Construction,None,,600 x 900,M_Concrete-Rectangular Beam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3251,None,Level : 03 - Floor,1.08 m³,600,,None,,7600,03 - Floor,7600,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,70010,,Yes,,,,0,,,,,,,,,,,,,,,,,,,"Interior (framing, columns)","Interior (framing, columns)",,0.00°,0,0,6700,7600,0,0,0,2,0,0,0,0,3251,None,None,3,,,B3,2-#5A 1-#5B,2-#5C,900,4.00,C600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151785,None,OST_StructuralFraming,600 x 900,600 x 900,,,,600 x 900,,600 x 900,,,,,,,,,,,,,,,,,,New Construction,None,,600 x 900,M_Concrete-Rectangular Beam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7315,None,Level : 03 - Floor,2.54 m³,600,,None,,7600,03 - Floor,7600,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,70010,,Yes,,,,0,,,,,,,,,,,,,,,,,,,"Interior (framing, columns)","Interior (framing, columns)",,0.00°,0,0,6700,7600,0,0,0,2,0,0,0,0,7315,None,None,3,,,B3,2-#5A 1-#5B,2-#5C,900,4.00,C600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152083,None,OST_StructuralFraming,600 x 900,600 x 900,,,,600 x 900,,600 x 900,,,,,,,,,,,,,,,,,,New Construction,None,,600 x 900,M_Concrete-Rectangular Beam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7315,None,Level : Roof,2.16 m³,600,,None,,11400,Roof,11400,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,70010,,Yes,,,,0,,,,,,,,,,,,,,,,,,,"Interior (framing, columns)","Interior (framing, columns)",,0.00°,0,0,10500,11400,0,0,0,2,0,0,0,0,7315,None,None,3,,,B3,2-#5A 1-#5B,2-#5C,900,4.00,C600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152084,None,OST_StructuralFraming,600 x 900,600 x 900,,,,600 x 900,,600 x 900,,,,,,,,,,,,,,,,,,New Construction,None,,600 x 900,M_Concrete-Rectangular Beam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3251,None,Level : Roof,0.90 m³,600,,None,,11400,Roof,11400,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,70010,,Yes,,,,0,,,,,,,,,,,,,,,,,,,"Interior (framing, columns)","Interior (framing, columns)",,0.00°,0,0,10500,11400,0,0,0,2,0,0,0,0,3251,None,None,3,,,B3,2-#5A 1-#5B,2-#5C,900,4.00,C600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152085,None,OST_StructuralFraming,600 x 900,600 x 900,,,,600 x 900,,600 x 900,,,,,,,,,,,,,,,,,,New Construction,None,,600 x 900,M_Concrete-Rectangular Beam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6299,None,Level : Roof,1.81 m³,600,,None,,11400,Roof,11400,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,70010,,Yes,,,,0,,,,,,,,,,,,,,,,,,,"Interior (framing, columns)","Interior (framing, columns)",,0.00°,0,0,10500,11400,0,0,0,2,0,0,0,0,6299,None,None,3,,,B3,2-#5A 1-#5B,2-#5C,900,4.00,C600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152086,None,OST_StructuralFraming,600 x 900,600 x 900,,,,600 x 900,,600 x 900,,,,,,,,,,,,,,,,,,New Construction,None,,600 x 900,M_Concrete-Rectangular Beam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4479,None,Level : Roof,1.26 m³,600,,None,,11400,Roof,11400,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,70010,,Yes,,,,0,,,,,,,,,,,,,,,,,,,"Interior (framing, columns)","Interior (framing, columns)",,0.00°,0,0,10500,11400,0,0,0,2,0,0,0,0,4479,None,None,3,,,B3,2-#5A 1-#5B,2-#5C,900,4.00,C600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152087,None,OST_StructuralFraming,600 x 900,600 x 900,,,,600 x 900,,600 x 900,,,,,,,,,,,,,,,,,,New Construction,None,,600 x 900,M_Concrete-Rectangular Beam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1820,None,Level : Roof,0.47 m³,600,,None,,11400,Roof,11400,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,70010,,Yes,,,,0,,,,,,,,,,,,,,,,,,,"Interior (framing, columns)","Interior (framing, columns)",,0.00°,0,0,10500,11400,0,0,0,2,0,0,0,0,1820,None,None,3,,,B3,2-#5A 1-#5B,2-#5C,900,4.00,C600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152088,None,OST_StructuralFraming,600 x 900,600 x 900,,,,600 x 900,,600 x 900,,,,,,,,,,,,,,,,,,New Construction,None,,600 x 900,M_Concrete-Rectangular Beam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6299,None,Level : Roof,1.81 m³,600,,None,,11400,Roof,11400,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,70010,,Yes,,,,0,,,,,,,,,,,,,,,,,,,"Interior (framing, columns)","Interior (framing, columns)",,0.00°,0,0,10500,11400,0,0,0,2,0,0,0,0,6299,None,None,3,,,B3,2-#5A 1-#5B,2-#5C,900,4.00,C600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152089,None,OST_StructuralFraming,600 x 900,600 x 900,,,,600 x 900,,600 x 900,,,,,,,,,,,,,,,,,,New Construction,None,,600 x 900,M_Concrete-Rectangular Beam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1943,None,Level : Roof,0.50 m³,600,,None,,11400,Roof,11400,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,70010,,Yes,,,,0,,,,,,,,,,,,,,,,,,,"Interior (framing, columns)","Interior (framing, columns)",,0.00°,0,0,10500,11400,0,0,0,2,0,0,0,0,1943,None,None,3,,,B3,2-#5A 1-#5B,2-#5C,900,4.00,C600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152090,None,OST_StructuralFraming,600 x 900,600 x 900,,,,600 x 900,,600 x 900,,,,,,,,,,,,,,,,,,New Construction,None,,600 x 900,M_Concrete-Rectangular Beam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4356,None,Level : Roof,1.23 m³,600,,None,,11400,Roof,11400,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,70010,,Yes,,,,0,,,,,,,,,,,,,,,,,,,"Interior (framing, columns)","Interior (framing, columns)",,0.00°,0,0,10500,11400,0,0,0,2,0,0,0,0,4356,None,None,3,,,B3,2-#5A 1-#5B,2-#5C,900,4.00,C600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152091,None,OST_StructuralFraming,600 x 900,600 x 900,,,,600 x 900,,600 x 900,,,,,,,,,,,,,,,,,,New Construction,None,,600 x 900,M_Concrete-Rectangular Beam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6299,None,Level : Roof,1.81 m³,600,,None,,11400,Roof,11400,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,70010,,Yes,,,,0,,,,,,,,,,,,,,,,,,,"Interior (framing, columns)","Interior (framing, columns)",,0.00°,0,0,10500,11400,0,0,0,2,0,0,0,0,6299,None,None,3,,,B3,2-#5A 1-#5B,2-#5C,900,4.00,C600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152092,None,OST_StructuralFraming,600 x 900,600 x 900,,,,600 x 900,,600 x 900,,,,,,,,,,,,,,,,,,New Construction,None,,600 x 900,M_Concrete-Rectangular Beam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3251,None,Level : Roof,0.90 m³,600,,None,,11400,Roof,11400,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,70010,,Yes,,,,0,,,,,,,,,,,,,,,,,,,"Interior (framing, columns)","Interior (framing, columns)",,0.00°,0,0,10500,11400,0,0,0,2,0,0,0,0,3251,None,None,3,,,B3,2-#5A 1-#5B,2-#5C,900,4.00,C600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152093,None,OST_StructuralFraming,600 x 900,600 x 900,,,,600 x 900,,600 x 900,,,,,,,,,,,,,,,,,,New Construction,None,,600 x 900,M_Concrete-Rectangular Beam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7315,None,Level : Roof,2.12 m³,600,,None,,11400,Roof,11400,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,70010,,Yes,,,,0,,,,,,,,,,,,,,,,,,,"Interior (framing, columns)","Interior (framing, columns)",,0.00°,0,0,10500,11400,0,0,0,2,0,0,0,0,7315,None,None,3,,,B3,2-#5A 1-#5B,2-#5C,900,4.00,C600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132740,None,OST_StructuralFraming,HSS114.3X8.6,HSS114.3X8.6,,,,HSS114.3X8.6,,HSS114.3X8.6,,,,,,,,,,,,,,,,,,New Construction,None,,HSS114.3X8.6,M_HSS Round,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4820,None,,0.01 m³,,,M_Pratt Flat Truss,,2530,02 - Floor,2530,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,1130,,Yes,,AISC 14.1,HSSRound 4.500x0.337,15,66.0 cm³,66.0 cm³,378.00 cm⁴,378.00 cm⁴,22.30 kgf/m,90.1 cm³,90.1 cm³,26.6 cm²,753.00 cm⁴,,5.7 cm,5.7 cm,,,,,,,,,,0.00°,,0,,,0,0,0,2,0,0,1,0,4820,None,None,6,,,,,,,,,,0.8 cm,23.25.30.11.14.14,Beams,0.00 m²/m,132.0 cm³,11.4 cm,0.9 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132741,None,OST_StructuralFraming,HSS114.3X8.6,HSS114.3X8.6,,,,HSS114.3X8.6,,HSS114.3X8.6,,,,,,,,,,,,,,,,,,New Construction,None,,HSS114.3X8.6,M_HSS Round,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4600,None,,0.01 m³,,,M_Pratt Flat Truss,,3530,02 - Floor,3530,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,1130,,Yes,,AISC 14.1,HSSRound 4.500x0.337,15,66.0 cm³,66.0 cm³,378.00 cm⁴,378.00 cm⁴,22.30 kgf/m,90.1 cm³,90.1 cm³,26.6 cm²,753.00 cm⁴,,5.7 cm,5.7 cm,,,,,,,,,,0.00°,,0,3473,3587,0,0,0,2,0,0,1,0,4600,None,None,6,,,,,,,,,,0.8 cm,23.25.30.11.14.14,Beams,0.00 m²/m,132.0 cm³,11.4 cm,0.9 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132742,None,OST_StructuralFraming,HSS114.3X8.6,HSS114.3X8.6,,,,HSS114.3X8.6,,HSS114.3X8.6,,,,,,,,,,,,,,,,,,New Construction,None,,HSS114.3X8.6,M_HSS Round,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,444,None,,0.00 m³,,,M_Pratt Flat Truss,,3530,02 - Floor,3086,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,1130,,Yes,,AISC 14.1,HSSRound 4.500x0.337,15,66.0 cm³,66.0 cm³,378.00 cm⁴,378.00 cm⁴,22.30 kgf/m,90.1 cm³,90.1 cm³,26.6 cm²,753.00 cm⁴,,5.7 cm,5.7 cm,,,,,,,,,,0.00°,,0,,,0,0,0,2,0,0,2,0,444,None,None,6,,,,,,,,,,0.8 cm,23.25.30.11.14.14,Beams,0.00 m²/m,132.0 cm³,11.4 cm,0.9 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132744,None,OST_StructuralFraming,HSS114.3X8.6,HSS114.3X8.6,,,,HSS114.3X8.6,,HSS114.3X8.6,,,,,,,,,,,,,,,,,,New Construction,None,,HSS114.3X8.6,M_HSS Round,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,644,None,,0.00 m³,,,M_Pratt Flat Truss,,3530,02 - Floor,2886,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,1130,,Yes,,AISC 14.1,HSSRound 4.500x0.337,15,66.0 cm³,66.0 cm³,378.00 cm⁴,378.00 cm⁴,22.30 kgf/m,90.1 cm³,90.1 cm³,26.6 cm²,753.00 cm⁴,,5.7 cm,5.7 cm,,,,,,,,,,0.00°,,0,,,0,0,0,2,0,0,2,0,644,None,None,6,,,,,,,,,,0.8 cm,23.25.30.11.14.14,Beams,0.00 m²/m,132.0 cm³,11.4 cm,0.9 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132745,None,OST_StructuralFraming,HSS114.3X8.6,HSS114.3X8.6,,,,HSS114.3X8.6,,HSS114.3X8.6,,,,,,,,,,,,,,,,,,New Construction,None,,HSS114.3X8.6,M_HSS Round,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379,None,,0.00 m³,,,M_Pratt Flat Truss,,3530,02 - Floor,3151,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,1130,,Yes,,AISC 14.1,HSSRound 4.500x0.337,15,66.0 cm³,66.0 cm³,378.00 cm⁴,378.00 cm⁴,22.30 kgf/m,90.1 cm³,90.1 cm³,26.6 cm²,753.00 cm⁴,,5.7 cm,5.7 cm,,,,,,,,,,0.00°,,0,,,0,0,0,2,0,0,2,0,379,None,None,6,,,,,,,,,,0.8 cm,23.25.30.11.14.14,Beams,0.00 m²/m,132.0 cm³,11.4 cm,0.9 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132746,None,OST_StructuralFraming,HSS114.3X8.6,HSS114.3X8.6,,,,HSS114.3X8.6,,HSS114.3X8.6,,,,,,,,,,,,,,,,,,New Construction,None,,HSS114.3X8.6,M_HSS Round,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,444,None,,0.00 m³,,,M_Pratt Flat Truss,,3530,02 - Floor,3086,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,1130,,Yes,,AISC 14.1,HSSRound 4.500x0.337,15,66.0 cm³,66.0 cm³,378.00 cm⁴,378.00 cm⁴,22.30 kgf/m,90.1 cm³,90.1 cm³,26.6 cm²,753.00 cm⁴,,5.7 cm,5.7 cm,,,,,,,,,,0.00°,,0,,,0,0,0,2,0,0,2,0,444,None,None,6,,,,,,,,,,0.8 cm,23.25.30.11.14.14,Beams,0.00 m²/m,132.0 cm³,11.4 cm,0.9 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
