,Parent,ExpectedLife,Loss Method,Tag,Phase Created,AccessibilityPerformance,WarrantyGuarantorParts,Angle,AssetAccountingType,System Name,CodePerformance,ContainedInStructure,Fitting Outside Diameter,Level,Insulation Radius,ObjectPlacement,Insulation Thickness,Representation,Reference,ObjectType,Size,IsDefinedBy,GlobalId,Color,OwnerHistory,Name,Description,InstallationDate,ODAUniqueID,WarrantyGuarantorLabor,Tick Size,Nominal Radius,Nominal Diameter,ModelNumber,Features,TagNumber,Center to End,BarCode,System Type,K Coefficient Table,Fitting Outside Radius,Use Annotation Scale,Center Radius,SerialNumber,WarrantyStartDate,AssetIdentifier,Host,Offset,Mark,ReplacementCost,Lookup Table Name,Constituents,OmniClass Title,Finish,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,ProductionYear,Shape,SustainabilityPerformance,WarrantyDescription,WarrantyDurationLabor,WarrantyDurationParts,Manufacturer,OmniClass Number,Center to End Label,Angle 1,Visibility 3,Visibility 2,Visibility 1,OffsetHeight,Fitting Outside Diameter 2,Fitting Outside Diameter 1,Insulation Radius 2,Insulation Radius 1,Nominal Diameter 2,Nominal Diameter 1,Width Offset,Max Fitting Outside Diameter 12,Height Offset,Fitting Outside Radius 2,Fitting Outside Radius 1,Tick Size 2,Tick Size 1,Nominal Radius 2,Nominal Radius 1,Length,OffsetWidth,W0,Num 6,OffsetWidthfromBase,Num 8,Lining Radius,Num 10,Num 1,Num 4,Num 3,Radius,Num 9,OffsetHeightfromBase,Num 7,Length01,Length 8,Length 7,Length 6,Length 5,Length 4,Num 2,Length 2,Length 1,Length 3,Half H0,Half W0,Num 5,Delta 2,Delta 1,Lining W0,Lining H0,Insulation H0,Insulation W0,H0,OffsetWidthTemp,OffsetHeightTemp,Diameter,Lining Thickness,Tee,Reference Level,Additional Flow,Inner Diameter,Friction,Flow State,Invert Elevation,Flow,Reynolds Number,Relative Roughness,Friction Factor,End Offset,Velocity,Pressure Drop,Section,Area,Outer Diameter,Horizontal Justification,Vertical Justification,Start Offset,Slope,Roughness,Connection Type,Cross,Class,Elbow,Preferred Junction Type,Transition,Union,Tap,Top Elevation,Velocity Pressure,Bottom Elevation,Size Lock,Loss Coefficient,Hydraulic Diameter,Reynolds number,Multi Shape Transition Rect to Round,Multi Shape Transition Oval to Round,Design HVAC Load per area,InteriorOrExteriorSpace,LongName,ElevationWithFlooring,Upper Limit,CompositionType,Number,Decomposes,Average Estimated Illumination,Condition Type,GSA BIM Area,Room Number,Design Cooling Load,Unbounded Height,Room Name,Phase,Base Offset,Limit Offset,Perimeter,Volume,Plenum,Occupiable,Design Other Load per area,Specified Return Airflow,Zone,Space Type,Design Heating Load,Room Cavity Ratio,Return Airflow,Specified Supply Airflow,Actual Supply Airflow,Actual Return Airflow,Actual Exhaust Airflow,Specified Exhaust Airflow,Lighting Calculation Workplane,Ceiling Reflectance,Wall Reflectance,Floor Reflectance,Calculated Supply Airflow,Calculated Heating Load,Calculated Cooling Load,BoundedBy,Type Comments,Model,Height,Connector,Keynote,Comments,Type Mark,Power,Assembly Code,Schedule Level,Elevation,Default Elevation,URL,Cost,Assembly Description,BtuPerFt,Hot Water Diameter,Voltage,Gas Radius,Vent Radius,Electrical Box Height,Exhaust Air Flow,Boiler Radius,Electrical Box Width,Water Pressure Drop,Water Flow,Output Heat,Input Heat,Gas Flow,Exhaust Air Pressure Drop,Load Classification,Circuit Number,Number of Poles,Hot Water Radius,Vent Box Diameter,Vent Diameter,Vent Box Height,Gas Diameter,Electrical Box Length,Cold Water Radius,Cold Water Diameter,Boiler Top Diameter,Boiler Height,Boiler Diameter,Vent Box Radius,Radius 1,Boiler Top Radius,Apparent Load,Nut Height,Stem Radius,Nut Radius,Stem Height,Seal Length,Stem Diameter,Nut Diameter,Handle Width,Handle Length,Handle Height,Body Radius,Body Height,Body Length,Body Diameter,Adapter Radius,Adapter Length,Adapter Diameter,Half Nut Height,K Coefficient,Radius 10,Outside Radius,Width 1,Width 2,Thickness 1,Radius 9,Radius 8,Radius 7,Radius 6,Radius 5,Radius 4,Radius 3,Radius 2,Length 9,Height 1,Height 2,Height 3,Height 4,Height 5,Height 6,Angle 2,Valve Length,Outside Diameter,Open Height,C1 Offset 1,C1 Offset 2,Suction Nominal Radius,Suction Outside Diameter,Flow Rate,RPM,Suction Outside Radius,Suction Nominal Diameter,Outside Diameter 1,Outside Diameter 2,Outside Diameter 4,Housing Width,Flange Height,Flange Diameter,Discharge Nominal Radius,Discharge Nominal Diameter,Outside Radius 1,Outside Radius 2,Outside Radius 4,Flange Radius,External Static Presure,Air Flow,Half Outlet Radius,Half Exhaust Inlet Height,Diameter 1,Diameter 2,Overall Height,Fan Radius,Fan Height,Fan Diameter,Outlet Width,Outlet Height,Cap Radius,Cap Diameter,Base Width
106606,Level 1,ExpectedLife,,601031,New Construction,AccessibilityPerformance,WarrantyGuarantorParts,,FIXED,Hydronic Supply Unit B,CodePerformance,154873,,,,106475,0.000000,106605,Reference,Pipe Types:Mechanical Pipe,25 mm,"106640,106642,106644,106646,106648,106650,154926,155000,155001,155002,155003",2L092XWcn0RxVZVA3Xblij,Color,33,Pipe Types:Mechanical Pipe:601031,,InstallationDate,106606,WarrantyGuarantorLabor,,,,ModelNumber,Features,TagNumber,,BarCode,Hydronic Supply,,,,,SerialNumber,WarrantyStartDate,AssetIdentifier,,0.177800,573,ReplacementCost,,Constituents,,Finish,Grade,Carbon Steel,ModelReference,NominalHeight,NominalLength,NominalWidth,ProductionYear,Shape,SustainabilityPerformance,WarrantyDescription,WarrantyDurationLabor,WarrantyDurationParts,Manufacturer,,,,,,,,,,,,,,,,,,,,,,,0.049105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.082021,,M_Tee - Generic: Standard,Level 1,0.000000,0.087417,0.704675,0,0.164478,0.002119,1833.209768,1.912001,0.034911,0.177800,0.353043,0.113527,12,0.003857,0.109583,0,0,0.177800,0.000000,0.045720,Threaded,M_Cross - Generic: Standard,Schedule 40,M_Elbow - Generic: Standard,1,M_Transition - Generic: Standard,M_Coupling - Generic: Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109267,Level 1,ExpectedLife,,601142,New Construction,AccessibilityPerformance,WarrantyGuarantorParts,,FIXED,Hydronic Supply Unit B,CodePerformance,154873,,,,109112,0.000000,109266,Reference,Pipe Types:Mechanical Pipe,25 mm,"109299,109301,109303,109305,109307,109309,154926,155000,155001,155002,155003",2L092XWcn0RxVZVA3XblpS,Color,33,Pipe Types:Mechanical Pipe:601142,,InstallationDate,109267,WarrantyGuarantorLabor,,,,ModelNumber,Features,TagNumber,,BarCode,Hydronic Supply,,,,,SerialNumber,WarrantyStartDate,AssetIdentifier,,0.177800,574,ReplacementCost,,Constituents,,Finish,Grade,Carbon Steel,ModelReference,NominalHeight,NominalLength,NominalWidth,ProductionYear,Shape,SustainabilityPerformance,WarrantyDescription,WarrantyDurationLabor,WarrantyDurationParts,Manufacturer,,,,,,,,,,,,,,,,,,,,,,,0.043233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.082021,,M_Tee - Generic: Standard,Level 1,0.000000,0.087417,,1,0.164478,0.002825,2444.279691,1.912001,,0.177800,0.470724,,7,0.003396,0.109583,0,0,0.177800,0.000000,0.045720,Threaded,M_Cross - Generic: Standard,Schedule 40,M_Elbow - Generic: Standard,1,M_Transition - Generic: Standard,M_Coupling - Generic: Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111851,Level 1,ExpectedLife,,601282,New Construction,AccessibilityPerformance,WarrantyGuarantorParts,,FIXED,Hydronic Supply Unit B,CodePerformance,154873,,,,111720,0.000000,111850,Reference,Pipe Types:Mechanical Pipe,25 mm,"111883,111885,111887,111889,111891,111893,154926,155000,155001,155002,155003",2L092XWcn0RxVZVA3Xblme,Color,33,Pipe Types:Mechanical Pipe:601282,,InstallationDate,111851,WarrantyGuarantorLabor,,,,ModelNumber,Features,TagNumber,,BarCode,Hydronic Supply,,,,,SerialNumber,WarrantyStartDate,AssetIdentifier,,0.177800,575,ReplacementCost,,Constituents,,Finish,Grade,Carbon Steel,ModelReference,NominalHeight,NominalLength,NominalWidth,ProductionYear,Shape,SustainabilityPerformance,WarrantyDescription,WarrantyDurationLabor,WarrantyDurationParts,Manufacturer,,,,,,,,,,,,,,,,,,,,,,,0.043234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.082021,,M_Tee - Generic: Standard,Level 1,0.000000,0.087417,,1,0.164478,0.002825,2444.279691,1.912001,,0.177800,0.470724,,8,0.003396,0.109583,0,0,0.177800,0.000000,0.045720,Threaded,M_Cross - Generic: Standard,Schedule 40,M_Elbow - Generic: Standard,1,M_Transition - Generic: Standard,M_Coupling - Generic: Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113378,Level 1,ExpectedLife,,601371,New Construction,AccessibilityPerformance,WarrantyGuarantorParts,,FIXED,Hydronic Supply Unit B,CodePerformance,154873,,,,113247,0.000000,113377,Reference,Pipe Types:Mechanical Pipe,25 mm,"113412,113414,113416,113418,113420,113422,154926,155000,155001,155002,155003",2C1x5E2Mv1Rfhlj5LVW9Ih,Color,33,Pipe Types:Mechanical Pipe:601371,,InstallationDate,113378,WarrantyGuarantorLabor,,,,ModelNumber,Features,TagNumber,,BarCode,Hydronic Supply,,,,,SerialNumber,WarrantyStartDate,AssetIdentifier,,0.095200,577,ReplacementCost,,Constituents,,Finish,Grade,Carbon Steel,ModelReference,NominalHeight,NominalLength,NominalWidth,ProductionYear,Shape,SustainabilityPerformance,WarrantyDescription,WarrantyDurationLabor,WarrantyDurationParts,Manufacturer,,,,,,,,,,,,,,,,,,,,,,,0.059675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.082021,,M_Tee - Generic: Standard,Level 1,0.000000,0.087417,0.469784,0,0.081878,0.001413,1222.139845,1.912001,0.052367,0.095200,0.235362,0.091976,13,0.004687,0.109583,0,0,0.095200,0.000000,0.045720,Threaded,M_Cross - Generic: Standard,Schedule 40,M_Elbow - Generic: Standard,1,M_Transition - Generic: Standard,M_Coupling - Generic: Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113558,Level 1,ExpectedLife,,601377,New Construction,AccessibilityPerformance,WarrantyGuarantorParts,,FIXED,Hydronic Supply Unit B,CodePerformance,154873,,,,113427,0.000000,113557,Reference,Pipe Types:Mechanical Pipe,25 mm,"113592,113594,113596,113598,113600,113602,154926,155000,155001,155002,155003",2C1x5E2Mv1Rfhlj5LVW9IH,Color,33,Pipe Types:Mechanical Pipe:601377,,InstallationDate,113558,WarrantyGuarantorLabor,,,,ModelNumber,Features,TagNumber,,BarCode,Hydronic Supply,,,,,SerialNumber,WarrantyStartDate,AssetIdentifier,,0.095200,578,ReplacementCost,,Constituents,,Finish,Grade,Carbon Steel,ModelReference,NominalHeight,NominalLength,NominalWidth,ProductionYear,Shape,SustainabilityPerformance,WarrantyDescription,WarrantyDurationLabor,WarrantyDurationParts,Manufacturer,,,,,,,,,,,,,,,,,,,,,,,0.045752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.082021,,M_Tee - Generic: Standard,Level 1,0.000000,0.087417,0.469784,0,0.081878,0.001413,1222.139845,1.912001,0.052367,0.095200,0.235362,0.070517,13,0.003593,0.109583,0,0,0.095200,0.000000,0.045720,Threaded,M_Cross - Generic: Standard,Schedule 40,M_Elbow - Generic: Standard,1,M_Transition - Generic: Standard,M_Coupling - Generic: Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127298,Level 1,ExpectedLife,,630588,New Construction,AccessibilityPerformance,WarrantyGuarantorParts,,FIXED,Hydronic Return Unit A,CodePerformance,154873,,,,127167,0.000000,127297,Reference,Pipe Types:Mechanical Pipe,25 mm,"127324,127326,127328,127330,127332,154926,155000,155001,155002,155003",0M1MlFbh152gbEV8uyEdFC,Color,33,Pipe Types:Mechanical Pipe:630588,,,127298,WarrantyGuarantorLabor,,,,ModelNumber,Features,,,,Hydronic Supply,,,,,,,,,0.177800,616,ReplacementCost,,Constituents,,Finish,Grade,Carbon Steel,ModelReference,NominalHeight,NominalLength,NominalWidth,ProductionYear,Shape,SustainabilityPerformance,WarrantyDescription,WarrantyDurationLabor,WarrantyDurationParts,Manufacturer,,,,,,,,,,,,,,,,,,,,,,,0.044363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.082021,,M_Tee - Generic: Standard,Level 1,0.000000,0.087417,,1,0.164478,0.002825,2444.279691,1.912001,,0.177800,0.470724,,20,0.003484,0.109583,0,0,0.177800,0.000000,0.045720,Threaded,M_Cross - Generic: Standard,Schedule 40,M_Elbow - Generic: Standard,1,M_Transition - Generic: Standard,M_Coupling - Generic: Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127468,Level 1,ExpectedLife,,630842,New Construction,AccessibilityPerformance,WarrantyGuarantorParts,,FIXED,Hydronic Return Unit A,CodePerformance,154873,,,,127337,0.000000,127467,Reference,Pipe Types:Mechanical Pipe,25 mm,"127494,127496,127498,127500,127502,154926,155000,155001,155002,155003",0M1MlFbh152gbEV8uyEapA,Color,33,Pipe Types:Mechanical Pipe:630842,,,127468,WarrantyGuarantorLabor,,,,ModelNumber,Features,,,,Hydronic Supply,,,,,,,,,0.177800,617,ReplacementCost,,Constituents,,Finish,Grade,Carbon Steel,ModelReference,NominalHeight,NominalLength,NominalWidth,ProductionYear,Shape,SustainabilityPerformance,WarrantyDescription,WarrantyDurationLabor,WarrantyDurationParts,Manufacturer,,,,,,,,,,,,,,,,,,,,,,,0.073725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.082021,,M_Tee - Generic: Standard,Level 1,0.000000,0.087417,,1,0.164478,0.002825,2444.279691,1.912001,,0.177800,0.470724,,20,0.005790,0.109583,0,0,0.177800,0.000000,0.045720,Threaded,M_Cross - Generic: Standard,Schedule 40,M_Elbow - Generic: Standard,1,M_Transition - Generic: Standard,M_Coupling - Generic: Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127683,Level 1,ExpectedLife,,631112,New Construction,AccessibilityPerformance,WarrantyGuarantorParts,,FIXED,Hydronic Return Unit A,CodePerformance,154873,,,,127552,0.000000,127682,Reference,Pipe Types:Mechanical Pipe,25 mm,"127709,127711,127713,127715,127717,154926,155000,155001,155002,155003",0M1MlFbh152gbEV8uyEasu,Color,33,Pipe Types:Mechanical Pipe:631112,,,127683,WarrantyGuarantorLabor,,,,ModelNumber,Features,,,,Hydronic Supply,,,,,,,,,2.748700,618,ReplacementCost,,Constituents,,Finish,Grade,Carbon Steel,ModelReference,NominalHeight,NominalLength,NominalWidth,ProductionYear,Shape,SustainabilityPerformance,WarrantyDescription,WarrantyDurationLabor,WarrantyDurationParts,Manufacturer,,,,,,,,,,,,,,,,,,,,,,,0.248725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.082021,,M_Tee - Generic: Standard,Level 1,0.000000,0.087417,,1,2.735378,0.002825,2444.279691,1.912001,,2.748700,0.470724,,20,0.019535,0.109583,0,0,2.748700,0.000000,0.045720,Threaded,M_Cross - Generic: Standard,Schedule 40,M_Elbow - Generic: Standard,1,M_Transition - Generic: Standard,M_Coupling - Generic: Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127853,Level 1,ExpectedLife,,631121,New Construction,AccessibilityPerformance,WarrantyGuarantorParts,,FIXED,Hydronic Return Unit A,CodePerformance,154873,,,,127722,0.000000,127852,Reference,Pipe Types:Mechanical Pipe,25 mm,"127878,127880,127882,127884,127886,154926,155000,155001,155002,155003",0M1MlFbh152gbEV8uyEasX,Color,33,Pipe Types:Mechanical Pipe:631121,,,127853,WarrantyGuarantorLabor,,,,ModelNumber,Features,,,,Hydronic Supply,,,,,,,,,0.198437,619,ReplacementCost,,Constituents,,Finish,Grade,Carbon Steel,ModelReference,NominalHeight,NominalLength,NominalWidth,ProductionYear,Shape,SustainabilityPerformance,WarrantyDescription,WarrantyDurationLabor,WarrantyDurationParts,Manufacturer,,,,,,,,,,,,,,,,,,,,,,,2.529625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.082021,,M_Tee - Generic: Standard,Level 1,0.000000,0.087417,,1,0.198437,0.002825,2444.279691,1.912001,,2.728063,0.470724,,20,0.198676,0.109583,0,0,0.198437,,0.045720,Threaded,M_Cross - Generic: Standard,Schedule 40,M_Elbow - Generic: Standard,1,M_Transition - Generic: Standard,M_Coupling - Generic: Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128136,Level 1,ExpectedLife,,631126,New Construction,AccessibilityPerformance,WarrantyGuarantorParts,,FIXED,Hydronic Return Unit A,CodePerformance,154873,,,,127975,0.000000,128135,Reference,Pipe Types:Mechanical Pipe,25 mm,"128162,128164,128166,128168,128170,154926,155000,155001,155002,155003",0M1MlFbh152gbEV8uyEasc,Color,33,Pipe Types:Mechanical Pipe:631126,,,128136,WarrantyGuarantorLabor,,,,ModelNumber,Features,,,,Hydronic Supply,,,,,,,,,2.748734,620,ReplacementCost,,Constituents,,Finish,Grade,Carbon Steel,ModelReference,NominalHeight,NominalLength,NominalWidth,ProductionYear,Shape,SustainabilityPerformance,WarrantyDescription,WarrantyDurationLabor,WarrantyDurationParts,Manufacturer,,,,,,,,,,,,,,,,,,,,,,,2.748491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.082021,,M_Tee - Generic: Standard,Level 1,0.000000,0.087417,,1,2.735378,0.002825,2444.279691,1.912001,,2.748700,0.470724,,20,0.215866,0.109583,0,0,2.748734,0.000012,0.045720,Threaded,M_Cross - Generic: Standard,Schedule 40,M_Elbow - Generic: Standard,1,M_Transition - Generic: Standard,M_Coupling - Generic: Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128573,Level 1,ExpectedLife,,631173,New Construction,AccessibilityPerformance,WarrantyGuarantorParts,,FIXED,Hydronic Return Unit A,CodePerformance,154873,,,,128442,0.000000,128572,Reference,Pipe Types:Mechanical Pipe,25 mm,"128599,128601,128603,128605,128607,154926,155000,155001,155002,155003",0M1MlFbh152gbEV8uyEarr,Color,33,Pipe Types:Mechanical Pipe:631173,,,128573,WarrantyGuarantorLabor,,,,ModelNumber,Features,,,,Hydronic Supply,,,,,,,,,0.177800,622,ReplacementCost,,Constituents,,Finish,Grade,Carbon Steel,ModelReference,NominalHeight,NominalLength,NominalWidth,ProductionYear,Shape,SustainabilityPerformance,WarrantyDescription,WarrantyDurationLabor,WarrantyDurationParts,Manufacturer,,,,,,,,,,,,,,,,,,,,,,,0.099363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.082021,,M_Tee - Generic: Standard,Level 1,0.000000,0.087417,,1,0.164478,0.002825,2444.279691,1.912001,,0.177800,0.470724,,21,0.007804,0.109583,0,0,0.177800,0.000000,0.045720,Threaded,M_Cross - Generic: Standard,Schedule 40,M_Elbow - Generic: Standard,1,M_Transition - Generic: Standard,M_Coupling - Generic: Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128743,Level 1,ExpectedLife,,631181,New Construction,AccessibilityPerformance,WarrantyGuarantorParts,,FIXED,Hydronic Return Unit A,CodePerformance,154873,,,,128612,0.000000,128742,Reference,Pipe Types:Mechanical Pipe,25 mm,"128769,128771,128773,128775,128777,154926,155000,155001,155002,155003",0M1MlFbh152gbEV8uyEarz,Color,33,Pipe Types:Mechanical Pipe:631181,,,128743,WarrantyGuarantorLabor,,,,ModelNumber,Features,,,,Hydronic Supply,,,,,,,,,0.177800,623,ReplacementCost,,Constituents,,Finish,Grade,Carbon Steel,ModelReference,NominalHeight,NominalLength,NominalWidth,ProductionYear,Shape,SustainabilityPerformance,WarrantyDescription,WarrantyDurationLabor,WarrantyDurationParts,Manufacturer,,,,,,,,,,,,,,,,,,,,,,,0.073725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.082021,,M_Tee - Generic: Standard,Level 1,0.000000,0.087417,,1,0.164478,0.002825,2444.279691,1.912001,,0.177800,0.470724,,21,0.005790,0.109583,0,0,0.177800,0.000000,0.045720,Threaded,M_Cross - Generic: Standard,Schedule 40,M_Elbow - Generic: Standard,1,M_Transition - Generic: Standard,M_Coupling - Generic: Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128958,Level 1,ExpectedLife,,631284,New Construction,AccessibilityPerformance,WarrantyGuarantorParts,,FIXED,Hydronic Return Unit A,CodePerformance,154873,,,,128827,0.000000,128957,Reference,Pipe Types:Mechanical Pipe,25 mm,"128983,128985,128987,128989,128991,154926,155000,155001,155002,155003",0M1MlFbh152gbEV8uyEaq4,Color,33,Pipe Types:Mechanical Pipe:631284,,,128958,WarrantyGuarantorLabor,,,,ModelNumber,Features,,,,Hydronic Supply,,,,,,,,,0.198437,625,ReplacementCost,,Constituents,,Finish,Grade,Carbon Steel,ModelReference,NominalHeight,NominalLength,NominalWidth,ProductionYear,Shape,SustainabilityPerformance,WarrantyDescription,WarrantyDurationLabor,WarrantyDurationParts,Manufacturer,,,,,,,,,,,,,,,,,,,,,,,2.529625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.082021,,M_Tee - Generic: Standard,Level 1,0.000000,0.087417,,1,0.198437,0.002825,2444.279691,1.912001,,2.728063,0.470724,,21,0.198676,0.109583,0,0,0.198437,,0.045720,Threaded,M_Cross - Generic: Standard,Schedule 40,M_Elbow - Generic: Standard,1,M_Transition - Generic: Standard,M_Coupling - Generic: Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129211,Level 1,ExpectedLife,,631288,New Construction,AccessibilityPerformance,WarrantyGuarantorParts,,FIXED,Hydronic Return Unit A,CodePerformance,154873,,,,129038,0.000000,129210,Reference,Pipe Types:Mechanical Pipe,25 mm,"129237,129239,129241,129243,129245,154926,155000,155001,155002,155003",0M1MlFbh152gbEV8uyEaq8,Color,33,Pipe Types:Mechanical Pipe:631288,,,129211,WarrantyGuarantorLabor,,,,ModelNumber,Features,,,,Hydronic Supply,,,,,,,,,2.748734,626,ReplacementCost,,Constituents,,Finish,Grade,Carbon Steel,ModelReference,NominalHeight,NominalLength,NominalWidth,ProductionYear,Shape,SustainabilityPerformance,WarrantyDescription,WarrantyDurationLabor,WarrantyDurationParts,Manufacturer,,,,,,,,,,,,,,,,,,,,,,,1.101892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.082021,,M_Tee - Generic: Standard,Level 1,0.000000,0.087417,,1,2.735378,0.002825,2444.279691,1.912001,,2.748700,0.470724,,21,0.086542,0.109583,0,0,2.748734,0.000031,0.045720,Threaded,M_Cross - Generic: Standard,Schedule 40,M_Elbow - Generic: Standard,1,M_Transition - Generic: Standard,M_Coupling - Generic: Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
